category,subcategory,knowledge,premise,hypothesis,binary_classification_label,T5Pred,,,,
attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Robert and his wife threw an anniversary party to their family and friends. A total of 26 people were invited to their party. Robert wanted to buy atleast 1 chocolate for each person.,Robert can buy a total of 23 chocolates.,FALSE,TRUE,0,,,
attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Michael and his wife threw an anniversary party to their family and friends. A total of 41 people came to their party but only few of them brought atleast a gift and none of them brought more than one gift.,Total number of gifts could be 40.,TRUE,FALSE,0,,,
attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Michael and his wife threw an anniversary party to their family and friends. A total of 41 people came to their party but only few of them brought atleast a gift and none of them brought more than one gift.,Total number of gifts could be 44.,FALSE,FALSE,1,,,
attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Daniel is hosting a birthday party in which 45 people are expected to come. Daniel wants to buy at least 1 chocolate for each person.,Daniel can buy a total of 48 chocolates.,TRUE,TRUE,1,,,
attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Daniel is hosting a birthday party in which 45 people are expected to come. Daniel wants to buy at least 1 chocolate for each person.,Daniel can buy a total of 38 chocolates.,FALSE,TRUE,0,,,
attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Lucas is hosting a birthday party in which 20 people are expected to come. Lucas wants to buy at least 1 chocolate for each person.,Lucas can buy a total of 23 chocolates.,TRUE,TRUE,1,,,
attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Lucas is hosting a birthday party in which 20 people are expected to come. Lucas wants to buy at least 1 chocolate for each person.,Lucas can buy a total of 19 chocolates.,FALSE,TRUE,0,,,
attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Bennett and his wife threw an anniversary party to their family and friends. A total of 35 people were invited to their party. Bennett wanted to buy atleast 1 chocolate for each person.,Bennett can buy a total of 42 chocolates.,TRUE,TRUE,1,,,
attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Bennett and his wife threw an anniversary party to their family and friends. A total of 35 people were invited to their party. Bennett wanted to buy atleast 1 chocolate for each person.,Bennett can buy a total of 26 chocolates.,FALSE,TRUE,0,,,
attribute_comparison,density,A liquid with lesser density floats on another liquid,Density of a liquid is 16 units. It floats on another liquid.,Density of the other liquid could be 19 units.,TRUE,TRUE,1,,,
attribute_comparison,density,A liquid with lesser density floats on another liquid,Density of a liquid is 16 units. It floats on another liquid.,Density of the other liquid could be 16 units.,FALSE,TRUE,0,,,
attribute_comparison,density,A liquid with lesser density floats on another liquid,Mateo has two different liquids in a flask. One of them floats over the other liquid has density of 13 units,Density of the other liquid could be 15 units.,TRUE,TRUE,1,,,
attribute_comparison,density,A liquid with lesser density floats on another liquid,Mateo has two different liquids in a flask. One of them floats over the other liquid has density of 13 units,Density of the other liquid could be 8 units.,FALSE,TRUE,0,,,
attribute_comparison,density,A liquid with lesser density floats on another liquid,Miles has two different liquids in a flask.Density of one of them is 12 units on which another liquid floats,Density of the other liquid could be 11 units.,TRUE,TRUE,1,,,
attribute_comparison,density,A liquid with lesser density floats on another liquid,Miles has two different liquids in a flask.Density of one of them is 12 units on which another liquid floats,Density of the other liquid could be 13 units.,FALSE,TRUE,0,,,
attribute_comparison,density,A liquid with lesser density floats on another liquid,Ryan has two different liquids in a flask.Density of one of them is 17 units on which another liquid floats,Density of the other liquid could be 16 units.,TRUE,TRUE,1,,,
attribute_comparison,density,A liquid with lesser density floats on another liquid,Ryan has two different liquids in a flask.Density of one of them is 17 units on which another liquid floats,Density of the other liquid could be 21 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Radius of planet A is smaller than that of planet B. 23 units is the radius of planet B,Radius of planet A could be 13 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Radius of planet A is smaller than that of planet B. 23 units is the radius of planet B,Radius of planet A could be 23 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Radius of planet A is smaller than that of planet B. 48 units is the radius of planet B,Radius of planet A could be 38 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Radius of planet A is smaller than that of planet B. 48 units is the radius of planet B,Radius of planet A could be 49 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Bigger library can accomodate more books,There is a bigger library nearby. The library can accommodate 60 books.,The capacity of the bigger library could be 66.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Bigger library can accomodate more books,There is a bigger library nearby. The library can accommodate 60 books.,The capacity of the bigger library could be 52.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Bigger library can accomodate more books,A library can accommodate 40 books. There is a bigger library nearby.,The capacity of the bigger library could be 48.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Bigger library can accomodate more books,A library can accommodate 40 books. There is a bigger library nearby.,The capacity of the bigger library could be 40.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Cheaper thing costs less money,"David went to a shop to buy a ring for his wife. He had low budget, so instead of a ring whose cost was 41 thousand dollars he bought a ring which was cheaper than the other ring.",The cost of the ring that David bought could be 38 thousand dollars.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Cheaper thing costs less money,"David went to a shop to buy a ring for his wife. He had low budget, so instead of a ring whose cost was 41 thousand dollars he bought a ring which was cheaper than the other ring.",The cost of the ring that David bought could be 50 thousand dollars.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Cheaper thing costs less money,Robert wants to buy a ring for this wife. The cost of one ring is 39 thousand dollars but he bought the other ring as it was cheaper.,The cost of the ring that Robert bought could be 34 thousand dollars.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Cheaper thing costs less money,Robert wants to buy a ring for this wife. The cost of one ring is 39 thousand dollars but he bought the other ring as it was cheaper.,The cost of the ring that Robert bought could be 42 thousand dollars.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Expensive thing costs more money,"Julian went to a shop to buy a ring for his wife. He had very high budget, so instead of a ring whose cost was 43 thousand dollars he bought a ring which was expensive than the other ring.",The cost of the ring that Julian bought could be 47 thousand dollars.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Expensive thing costs more money,"Julian went to a shop to buy a ring for his wife. He had very high budget, so instead of a ring whose cost was 43 thousand dollars he bought a ring which was expensive than the other ring.",The cost of the ring that Julian bought could be 33 thousand dollars.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Expensive thing costs more money,"Logan went to a shop to buy a ring for his wife. He had very high budget, so instead of a ring whose cost was 31 thousand dollars he bought a ring which was expensive than the other ring.",The cost of the ring that Logan bought could be 38 thousand dollars.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Expensive thing costs more money,"Logan went to a shop to buy a ring for his wife. He had very high budget, so instead of a ring whose cost was 31 thousand dollars he bought a ring which was expensive than the other ring.",The cost of the ring that Logan bought could be 23 thousand dollars.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Larger duration means more time,Leon took 55 minutes to finish the homework. His friend Jamie is weak in studies. Jamie took longer to finish the homework.,Jamie could have taken 56 minutes.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Larger duration means more time,Leon took 55 minutes to finish the homework. His friend Jamie is weak in studies. Jamie took longer to finish the homework.,Jamie could have taken 49 minutes.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Larger duration means more time,Antonio took 46 minutes to finish the homework. His friend Jamie is weak in studies. Jamie took longer to finish the homework.,Jamie could have taken 50 minutes.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Larger duration means more time,Antonio took 46 minutes to finish the homework. His friend Jamie is weak in studies. Jamie took longer to finish the homework.,Jamie could have taken 37 minutes.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,bigger circle has larger area,Daniel and his Nancy's both drew a cricle on a paper. Daniel's circle area was 20 sq units and his friend Nancy drew a cricle with larger radius around it.,Area of Nancy's circle could be 23 sq units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,bigger circle has larger area,Daniel and his Nancy's both drew a cricle on a paper. Daniel's circle area was 20 sq units and his friend Nancy drew a cricle with larger radius around it.,Area of Nancy's circle could be 20 sq units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,bigger circle has larger area,Kevin and his Nancy's both drew a cricle on a paper. Kevin's circle area was 33 sq units and his friend Nancy drew a cricle with larger radius around it.,Area of Nancy's circle could be 40 sq units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,bigger circle has larger area,Kevin and his Nancy's both drew a cricle on a paper. Kevin's circle area was 33 sq units and his friend Nancy drew a cricle with larger radius around it.,Area of Nancy's circle could be 30 sq units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,smaller circle has smaller area,"Ashton drew a circle of area 28 sq units. Then, his friend Nancy drew a circle of within it.",Area of Nancy's circle could be 24 sq units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,smaller circle has smaller area,"Ashton drew a circle of area 28 sq units. Then, his friend Nancy drew a circle of within it.",Area of Nancy's circle could be 37 sq units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,smaller circle has smaller area,"John drew a circle of area 30 sq units. Then, his friend Nancy drew a circle of within it.",Area of Nancy's circle could be 20 sq units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,smaller circle has smaller area,"John drew a circle of area 30 sq units. Then, his friend Nancy drew a circle of within it.",Area of Nancy's circle could be 33 sq units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is bigger in radius that planet B. The radius of planet B is 20 units.,Radius of planet A could be 25 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is bigger in radius that planet B. The radius of planet B is 20 units.,Radius of planet A could be 12 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is bigger in radius that planet B. The radius of planet B is 48 units.,Radius of planet A could be 57 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is bigger in radius that planet B. The radius of planet B is 48 units.,Radius of planet A could be 39 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is smaller in radius that planet B. The radius of planet A is 32 units.,Radius of planet B could be 41 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is smaller in radius that planet B. The radius of planet A is 32 units.,Radius of planet B could be 29 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is smaller in radius that planet B. The radius of planet A is 28 units.,Radius of planet B could be 35 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is smaller in radius that planet B. The radius of planet A is 28 units.,Radius of planet B could be 23 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is bigger in radius that planet B. The radius of planet A is 43 units.,Radius of planet B could be 36 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is bigger in radius that planet B. The radius of planet A is 43 units.,Radius of planet B could be 49 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Parker studied about two planets A and B. 34 units is the radius of planet A and is bigger in radius than planet B.,Radius of planet B could be 30 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Parker studied about two planets A and B. 34 units is the radius of planet A and is bigger in radius than planet B.,Radius of planet B could be 34 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Evan bought two cans and while loading them into a truck, Evan felt that the first can is heavier than the second. The weight of the first can is 42 units.",Weight of the second can could be 37 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Evan bought two cans and while loading them into a truck, Evan felt that the first can is heavier than the second. The weight of the first can is 42 units.",Weight of the second can could be 46 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Sebastian bought two cans and while loading them into a truck, Sebastian felt that the first can is heavier than the second. The weight of the first can is 40 units.",Weight of the second can could be 20 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Sebastian bought two cans and while loading them into a truck, Sebastian felt that the first can is heavier than the second. The weight of the first can is 40 units.",Weight of the second can could be 44 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Logan bought two cans and while loading them into a truck, Logan felt that the second can is heavier than the first. The weight of the first can is 51 units.",Weight of the second can could be 60 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Logan bought two cans and while loading them into a truck, Logan felt that the second can is heavier than the first. The weight of the first can is 51 units.",Weight of the second can could be 41 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Leo bought two cans and while loading them into a truck, Leo felt that the second can is heavier than the first. The weight of the first can is 36 units.",Weight of the second can could be 41 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Leo bought two cans and while loading them into a truck, Leo felt that the second can is heavier than the first. The weight of the first can is 36 units.",Weight of the second can could be 34 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Adam bought two cans and while loading them into a truck, Adam felt that the first can is heavier than the second. The weight of the second can is 37 units.",Weight of the first can could be 41 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Adam bought two cans and while loading them into a truck, Adam felt that the first can is heavier than the second. The weight of the second can is 37 units.",Weight of the first can could be 29 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Leo bought two cans and while loading them into a truck, Leo felt that the first can is heavier than the second. The weight of the second can is 25 units.",Weight of the first can could be 32 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,"Leo bought two cans and while loading them into a truck, Leo felt that the first can is heavier than the second. The weight of the second can is 25 units.",Weight of the first can could be 23 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,Leon has two cans. The first can is lighter than the second can. The weight of second can is 49 units.,Weight of the first can could be 42 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,Leon has two cans. The first can is lighter than the second can. The weight of second can is 49 units.,Weight of the first can could be 49 units.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,Joseph has two cans. The first can is lighter than the second can. The weight of second can is 53 units.,Weight of the first can could be 52 units.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,More weight implies an object is heavier,Joseph has two cans. The first can is lighter than the second can. The weight of second can is 53 units.,Weight of the first can could be 53 units.,FALSE,FALSE,1,,,
attribute_comparison,direct_comparison,Less number implies that an object has lesser count,There are 54 schools in a village and lesser number of hospitals.,The number of hospitals in the village could be 53.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Less number implies that an object has lesser count,There are 54 schools in a village and lesser number of hospitals.,The number of hospitals in the village could be 57.,FALSE,TRUE,0,,,
attribute_comparison,direct_comparison,Less number implies that an object has lesser count,There are 28 schools in a village and lesser number of hospitals.,The number of hospitals in the village could be 26.,TRUE,TRUE,1,,,
attribute_comparison,direct_comparison,Less number implies that an object has lesser count,There are 28 schools in a village and lesser number of hospitals.,The number of hospitals in the village could be 28.,FALSE,TRUE,0,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,Two girls who walk at the same speed study in the same school. The girl who stays closer to the school takes 17 minutes to travel from home to school.,The other girl could take 26 minutes to travel from her home to school.,TRUE,TRUE,1,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,Two girls who walk at the same speed study in the same school. The girl who stays closer to the school takes 17 minutes to travel from home to school.,The other girl could take 16 minutes to travel from her home to school.,FALSE,TRUE,0,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,Two girls who walk at the same speed study in the same school. The girl who stays closer to the school takes 13 minutes to travel from home to school.,The other girl could take 17 minutes to travel from her home to school.,TRUE,TRUE,1,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,Two girls who walk at the same speed study in the same school. The girl who stays closer to the school takes 13 minutes to travel from home to school.,The other girl could take 4 minutes to travel from her home to school.,FALSE,TRUE,0,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,"Two girls study in same school. Then speed of walikng of both the girls is same. One of the girsl stays farther from the school, so she takes 17 minutes to travel from home to school",The other girl could take 10 minutes to travel from her home to school.,TRUE,TRUE,1,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,"Two girls study in same school. Then speed of walikng of both the girls is same. One of the girsl stays farther from the school, so she takes 17 minutes to travel from home to school",The other girl could take 24 minutes to travel from her home to school.,FALSE,TRUE,0,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,"Two girls study in same school. Then speed of walikng of both the girls is same. One of the girsl stays farther from the school, so she takes 27 minutes to travel from home to school",The other girl could take 18 minutes to travel from her home to school.,TRUE,TRUE,1,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,"Two girls study in same school. Then speed of walikng of both the girls is same. One of the girsl stays farther from the school, so she takes 27 minutes to travel from home to school",The other girl could take 32 minutes to travel from her home to school.,FALSE,TRUE,0,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,"Lincoln recently bought a new house, because his other house was far from his school, so he bought a house which was closer to his school. From his previous house he used to take 30 minutes to travel to his school","Now, it could take Lincoln 26 minutes to travel from home to school.",TRUE,TRUE,1,,,
attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,"Lincoln recently bought a new house, because his other house was far from his school, so he bought a house which was closer to his school. From his previous house he used to take 30 minutes to travel to his school","Now, it could take Lincoln 35 minutes to travel from home to school.",FALSE,TRUE,0,,,
