index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
1484,non_numerical,honey_stays_fresh,Bentley found some food items in his kitchen rack unused for a long time where all of them got spoiled.,The only food that doesn't spoil is honey.,"{'question_text': 'What could be the items?', 'options': [{'A': 'fruits'}, {'B': 'vegetables'}, {'C': 'milk'}, {'D': 'honey'}], 'value_answer': ['fruits', 'vegetables', 'milk'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the items?,"[{'A': 'fruits'}, {'B': 'vegetables'}, {'C': 'milk'}, {'D': 'honey'}]","['fruits', 'vegetables', 'milk']","['A', 'B', 'C']",Sivapriya,['honey']
1551,non_numerical,poly_Side,Noah received a question in his class of mathematics to draw different mathematical figures. Among all the figures one figure had  more than two sides.,A polygon has more than two sides.,"{'question_text': 'What could be the figure?', 'options': [{'A': 'triangle'}, {'B': 'line'}, {'C': 'square'}, {'D': 'circle'}], 'value_answer': ['triangle', 'square'], 'option_answer': ['A', 'C'], 'other': {}}",What could be the figure?,"[{'A': 'triangle'}, {'B': 'line'}, {'C': 'square'}, {'D': 'circle'}]","['triangle', 'square']","['A', 'C']",Sidharth,['square']
410,attribute_comparison,projectile_distance,Arthur was wondering how cannons were used before in the war. He was experimenting with two cannons in testing zone to obeserve the distance covered by cannon balls. Two cannons shot two identical cannon balls. The cannon ball that has a greater muzzle velocity covered distance of 112 meters.,"Horizontal distance travelled by cannon ball is directly proportional to the muzzle velocity, if fired at 45 degree projection angle.","{'question_text': 'What could be the distance travelled by the other cannon ball?', 'options': [{'A': 125}, {'B': 107}, {'C': 102}, {'D': 103}], 'value_answer': [107, 102, 103], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 112, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the distance travelled by the other cannon ball?,"[{'A': 125}, {'B': 107}, {'C': 102}, {'D': 103}]","[107, 102, 103]","['B', 'C', 'D']",Saurabh,"[107, 102, 103]"
44,attribute_comparison,direct_comparison,"Ashton drew a circle of area 28 sq units. Then, his friend Nancy drew a circle of within it.",smaller circle has smaller area,"{'question_text': ""What could be the radius of Nancy's circle?"", 'options': [{'A': 27}, {'B': 32}, {'C': 31}, {'D': 23}], 'value_answer': [27, 23], 'option_answer': ['A', 'D'], 'other': {'given_value': 28, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the radius of Nancy's circle?,"[{'A': 27}, {'B': 32}, {'C': 31}, {'D': 23}]","[27, 23]","['A', 'D']",Neeraj,"[23, 27]"
1564,non_numerical,triangle_sides,"In an inter school mathematical competition, Benjamin was given many shapes and was asked to identify all the triangles among those shaps.",A triangle has three sides.,"{'question_text': 'What could be the number of sides of the selected shape?', 'options': [{'A': 'zero'}, {'B': 'five'}, {'C': 'two'}, {'D': 'three'}], 'value_answer': ['three'], 'option_answer': ['D'], 'other': {}}",What could be the number of sides of the selected shape?,"[{'A': 'zero'}, {'B': 'five'}, {'C': 'two'}, {'D': 'three'}]",['three'],['D'],Sidharth,[three]
1405,non_numerical,kangaroo,"In a movie, Luke saw a peculiar animal that was jumping a lot to move.",Kangaroo mostly hops for their movement,"{'question_text': 'What could the animal be?', 'options': [{'A': 'elephant'}, {'B': 'octopus'}, {'C': 'bat'}, {'D': 'kangaroo'}], 'value_answer': ['kangaroo'], 'option_answer': ['D'], 'other': {}}",What could the animal be?,"[{'A': 'elephant'}, {'B': 'octopus'}, {'C': 'bat'}, {'D': 'kangaroo'}]",['kangaroo'],['D'],Saurabh,[kangaroo]
1230,non_numerical,traffic_sense,Nicolas was riding his bike to go pick his friend up. He reached a signal and he saw the signal was red.,"Vehicle should start at green light, halt at red lights, and slow down at yellow lights.","{'question_text': 'Since the color of the signal changed to red, what should the driver do?', 'options': [{'A': 'Halt'}, {'B': 'Move'}, {'C': 'Sleep'}, {'D': 'Drive'}], 'value_answer': ['Halt'], 'option_answer': ['A'], 'other': {}}","Since the color of the signal changed to red, what should the driver do?","[{'A': 'Halt'}, {'B': 'Move'}, {'C': 'Sleep'}, {'D': 'Drive'}]",['Halt'],['A'],Kevin,[Halt]
912,change_with_action,hunting,There were 37 birds on a tree. Hunters fired at them and killed some of them.,Hunting reduces the number of birds,"{'question_text': 'How many birds could be remaining?', 'options': [{'A': 33}, {'B': 35}, {'C': 31}, {'D': 38}, {'E': 'None'}], 'value_answer': [33, 35, 31], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 37, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many birds could be remaining?,"[{'A': 33}, {'B': 35}, {'C': 31}, {'D': 38}, {'E': 'None'}]","[33, 35, 31]","['A', 'B', 'C']",Neeraj,"[33, 35, 31]"
47,attribute_comparison,direct_comparison,Planet A is bigger in radius that planet B. The radius of planet B is 48 units.,Smaller planet has a smaller radius in comparison to a larger planet,"{'question_text': 'What could be the radius of planet A?', 'options': [{'A': 49}, {'B': 52}, {'C': 48}, {'D': 43}, {'E': 'None'}], 'value_answer': [49, 52], 'option_answer': ['A', 'B'], 'other': {'given_value': 48, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the radius of planet A?,"[{'A': 49}, {'B': 52}, {'C': 48}, {'D': 43}, {'E': 'None'}]","[49, 52]","['A', 'B']",Neeraj,"[52, 49]"
917,change_with_action,marks,James appeared in an exam of 100 marks and attempted questions for 80 marks.,One can get marks only for the questions they attempted,"{'question_text': 'How many marks he can possibly get?', 'options': [{'A': 90}, {'B': 78}, {'C': 61}, {'D': 65}, {'E': 'None'}], 'value_answer': [78, 61, 65], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 80, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many marks he can possibly get?,"[{'A': 90}, {'B': 78}, {'C': 61}, {'D': 65}, {'E': 'None'}]","[78, 61, 65]","['B', 'C', 'D']",Neeraj,"[90, 78, 65]"
480,attribute_comparison,width_paint_wall,A restaurant hired a painter to paint two walls in the dining hall. The name of the painter is Jacob. The painter painted the wall which is less wide which required 18 volume of paint.,Volume of paint required is directly proportional to height of the wall.,"{'question_text': 'What could be the volume of paint Jacob requires to paint the other wall?', 'options': [{'A': 20}, {'B': 26}, {'C': 12}, {'D': 14}, {'E': 'None'}], 'value_answer': [20, 26], 'option_answer': ['A', 'B'], 'other': {'given_value': 18, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of paint Jacob requires to paint the other wall?,"[{'A': 20}, {'B': 26}, {'C': 12}, {'D': 14}, {'E': 'None'}]","[20, 26]","['A', 'B']",Saurabh,"[20, 26]"
928,change_with_action,moving_components,A dock in New York has 34 crates and another dock in California has 42 crates.,Number of items that can be moved is less than or equal to the total number of items present,"{'question_text': 'How many crates can be moved the California dock?', 'options': [{'A': 42}, {'B': 44}, {'C': 46}, {'D': 39}], 'value_answer': [42, 39], 'option_answer': ['A', 'D'], 'other': {'given_value': 42, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many crates can be moved the California dock?,"[{'A': 42}, {'B': 44}, {'C': 46}, {'D': 39}]","[42, 39]","['A', 'D']",Neeraj,[42]
253,attribute_comparison,subtraction_knowledge,A class has more boys than girls. The difference between the number of boys and girls is 10.,The difference of two positive operands is smaller than or equal to the largest positive operand.,"{'question_text': 'What could be the total number of boys?', 'options': [{'A': 9}, {'B': 8}, {'C': 12}, {'D': 11}], 'value_answer': [12, 11], 'option_answer': ['C', 'D'], 'other': {'given_value': 10, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the total number of boys?,"[{'A': 9}, {'B': 8}, {'C': 12}, {'D': 11}]","[12, 11]","['C', 'D']",Kevin,"[9, 8, 12, 11]"
69,attribute_comparison,distance,Nathan recently shifted farther from his school. It used to take him 15 minutes to travel from his previous home to shcool.,It takes more time to cover larger distance than shorter distance,"{'question_text': 'How many minutes it could take Nathan to travel from home to school?', 'options': [{'A': 12}, {'B': 23}, {'C': 7}, {'D': 19}, {'E': 'None'}], 'value_answer': [23, 19], 'option_answer': ['B', 'D'], 'other': {'given_value': 15, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many minutes it could take Nathan to travel from home to school?,"[{'A': 12}, {'B': 23}, {'C': 7}, {'D': 19}, {'E': 'None'}]","[23, 19]","['B', 'D']",Neeraj,"[23, 19]"
431,attribute_comparison,refrigerator_and_food,Adriel wants to buys a refrigerator that could accommodate more food. Adriel went to shop to buy a refrigerator. Adriel was confused among two refrigerator having different sizes. The larger refrigerator could occupy 31 volume of food.,Larger refrigerator occupies more food,"{'question_text': 'What could be the volume of food that the other refrigerator can contain?', 'options': [{'A': 36}, {'B': 21}, {'C': 31}, {'D': 34}], 'value_answer': [21], 'option_answer': ['B'], 'other': {'given_value': 31, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of food that the other refrigerator can contain?,"[{'A': 36}, {'B': 21}, {'C': 31}, {'D': 34}]",[21],['B'],Saurabh,"[21, 34]"
949,change_with_action,selling,Samuel bought a phone at a discounted price of 370 dollars.,Selling price of an object decreases if discount is given,"{'question_text': 'What could have been the original price of that phone?', 'options': [{'A': 350}, {'B': 425}, {'C': 475}, {'D': 325}], 'value_answer': [425, 475], 'option_answer': ['B', 'C'], 'other': {'given_value': 370, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the original price of that phone?,"[{'A': 350}, {'B': 425}, {'C': 475}, {'D': 325}]","[425, 475]","['B', 'C']",Neeraj,"[475, 425]"
1610,implicit_numerical_knowledge,quadruple,Alan have 4 chocolates and Alan's sister bought more than quadruple of these chocolates.,Quadruple means four times,"{'question_text': ""How many chocolates Alan's sister could have bought?"", 'options': [{'A': 17}, {'B': 16}, {'C': 15}, {'D': 14}, {'E': 'None'}], 'value_answer': [17], 'option_answer': ['A'], 'other': {'given_value': 16, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many chocolates Alan's sister could have bought?,"[{'A': 17}, {'B': 16}, {'C': 15}, {'D': 14}, {'E': 'None'}]",[17],['A'],Saurabh,"[16, 15, 14]"
1278,non_numerical,thermo_liquid,Leo is working in a chemistry lab and studying the liquids that could be used in liquid thermometers and their properties.,"Mercury is one of the most familiar materials used in liquid thermometers. Other liquids, such as kerosene or ethanol, may also be used in thermometers. Water cannot be used in a liquid thermometer.","{'question_text': 'What could be the liquid?', 'options': [{'A': 'mercury'}, {'B': 'ethanol'}, {'C': 'kerosene'}, {'D': 'water'}], 'value_answer': ['mercury', 'ethanol', 'kerosene'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the liquid?,"[{'A': 'mercury'}, {'B': 'ethanol'}, {'C': 'kerosene'}, {'D': 'water'}]","['mercury', 'ethanol', 'kerosene']","['A', 'B', 'C']",Yamini,"[{'A': 'mercury'}, {'B': 'ethanol'}, {'C': 'kerosene'}]"
1249,non_numerical,cell_and_waves,Justin proposed using a certain electromagnetic wave for a new cell phone communication line in under developed areas. ,"Cell phones use radio waves to communicate with cell towers, and these waves have wavelengths of approximately 10-1000 m. Cell phone encodes the sounds of the caller's voice in microwaves by changing the frequency of the waves.","{'question_text': 'What could be the type of the waves?', 'options': [{'A': 'radio waves'}, {'B': 'sound waves'}, {'C': 'light waves'}], 'value_answer': ['radio waves'], 'option_answer': ['A'], 'other': {}}",What could be the type of the waves?,"[{'A': 'radio waves'}, {'B': 'sound waves'}, {'C': 'light waves'}]",['radio waves'],['A'],Yamini,['radio waves']
754,attribute_comparison,centripetal_acceleration_and_radius,Isaac is planning to participate in a race event at an exhibition where participants need to make rounds on two different circular paths. Isaac and his competitors' velocity was same. The centripetal acceleration for the smaller circular path is 45 units.,Centripetal acceleration is inversely proportional to radius keeping the velocity constant.,"{'question_text': 'What could be the centripetal acceleration of the other circular path?', 'options': [{'A': 43}, {'B': 41}, {'C': 44}, {'D': 49}, {'E': 'None'}], 'value_answer': [43, 41, 44], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 45, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the centripetal acceleration of the other circular path?,"[{'A': 43}, {'B': 41}, {'C': 44}, {'D': 49}, {'E': 'None'}]","[43, 41, 44]","['A', 'B', 'C']",Sivapriya,"[43, 44]"
589,attribute_comparison,pitch_and_amplitude,Samuel is testing the pitch of sound waves at different frequencies as part of the physics lab exam. The frequency of the sound wave when pitch is lower is 53 Hz.,The pitch of the sound is directly proportional to the frequency of the sound.,"{'question_text': 'What could be the frequency of the other sound?', 'options': [{'A': 49}, {'B': 48}, {'C': 50}, {'D': 54}, {'E': 'None'}], 'value_answer': [54], 'option_answer': ['D'], 'other': {'given_value': 53, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the frequency of the other sound?,"[{'A': 49}, {'B': 48}, {'C': 50}, {'D': 54}, {'E': 'None'}]",[54],['D'],Yamini,"[49, 50, 54]"
871,change_with_action,adding_components,Last month Benjamin's electricity consumption was 166 units. This month Benjamin has installed 2 air conditioners.,Adding components increases the electricity bill,"{'question_text': ""What could be Benjamin's electricity consumption this month?"", 'options': [{'A': 180}, {'B': 210}, {'C': 130}, {'D': 200}], 'value_answer': [180, 210, 200], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 166, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be Benjamin's electricity consumption this month?,"[{'A': 180}, {'B': 210}, {'C': 130}, {'D': 200}]","[180, 210, 200]","['A', 'B', 'D']",Neeraj,"[180, 200, 210]"
464,attribute_comparison,radius_and_volume,"There are two pipes, both have same speed of water flowing through it. Pipe with a smaller radius has filled 56 liters of water into the well.",Volume filled is directly proportional to radius of the pipe,"{'question_text': 'What could be the volume of water filled by other pipe ?', 'options': [{'A': 54}, {'B': 59}, {'C': 51}, {'D': 65}], 'value_answer': [59, 65], 'option_answer': ['B', 'D'], 'other': {'given_value': 56, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of water filled by other pipe ?,"[{'A': 54}, {'B': 59}, {'C': 51}, {'D': 65}]","[59, 65]","['B', 'D']",Saurabh,"[54, 59, 65]"
947,change_with_action,selling,Arthur purchased a phone for 552 dollars. The phone price was discounted.,Selling price of an object decreases if discount is given,"{'question_text': 'What could have been the original price of that phone?', 'options': [{'A': 525}, {'B': 600}, {'C': 500}, {'D': 625}, {'E': 'None'}], 'value_answer': [600, 625], 'option_answer': ['B', 'D'], 'other': {'given_value': 552, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the original price of that phone?,"[{'A': 525}, {'B': 600}, {'C': 500}, {'D': 625}, {'E': 'None'}]","[600, 625]","['B', 'D']",Neeraj,"[600, 625]"
591,attribute_comparison,precipitation_and_temperature,"Precipitation can have a negative impact on life. If too much rain or snowmelt (water from melted snow) occurs at one time, it can lead to flooding. Jack is the geologist investigating it and found the cause for change in precipitation is temperature by taking two different scenarios. The precipitation in the scenario with higher surface temperature is 32 mm per hour.",Precipitation is directly proportional to average temperature at earth's surface.,"{'question_text': 'What could be the precipitation at lower surface temperature?', 'options': [{'A': 27}, {'B': 32}, {'C': 35}, {'D': 34}, {'E': 'None'}], 'value_answer': [27], 'option_answer': ['A'], 'other': {'given_value': 32, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the precipitation at lower surface temperature?,"[{'A': 27}, {'B': 32}, {'C': 35}, {'D': 34}, {'E': 'None'}]",[27],['A'],Yamini,"[27, 32, 34]"
467,attribute_comparison,area_paint_wall,A restaurant hired a painter to paint two walls in the dining hall. The name of the painter is Gabriel. The painter painted the wall with larger surface area and it required 44 volume of paint.,Volume of paint required is directly proportional to area of the wall.,"{'question_text': 'What could be the volume of paint Gabriel requires to paint the other wall?', 'options': [{'A': 44}, {'B': 47}, {'C': 45}, {'D': 41}], 'value_answer': [41], 'option_answer': ['D'], 'other': {'given_value': 44, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of paint Gabriel requires to paint the other wall?,"[{'A': 44}, {'B': 47}, {'C': 45}, {'D': 41}]",[41],['D'],Saurabh,"[44, 45]"
767,attribute_comparison,cotton_and_water,The weight of the cotton bags is 65 grams. It started to rain and the cotton bags got wet.,"As cotton soaks up moisture, it becomes heavy and wet.","{'question_text': 'What could be the weight of the cotton bags after getting wet?', 'options': [{'A': 69}, {'B': 66}, {'C': 64}, {'D': 61}], 'value_answer': [69, 66], 'option_answer': ['A', 'B'], 'other': {'given_value': 65, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of the cotton bags after getting wet?,"[{'A': 69}, {'B': 66}, {'C': 64}, {'D': 61}]","[69, 66]","['A', 'B']",Sivapriya,"[66, 69]"
1409,non_numerical,lawyer,Bennett is starting his new company and he hired Lawyer to advise on certain laws for the company.,A lawyer is a person who practices law and advises clients on aspects of all law.,"{'question_text': 'What could be the reason he was hired?', 'options': [{'A': 'programming'}, {'B': 'cooking'}, {'C': 'tax laws'}, {'D': 'taking photograph'}], 'value_answer': ['tax laws'], 'option_answer': ['C'], 'other': {}}",What could be the reason he was hired?,"[{'A': 'programming'}, {'B': 'cooking'}, {'C': 'tax laws'}, {'D': 'taking photograph'}]",['tax laws'],['C'],Saurabh,[C]
1196,non_numerical,good_credit,Daniel was planning to buy a house and realised he had bad credit score.,Prompt repayment of credit build credit score.,"{'question_text': 'When should Daniel pay his due amount to increase the credit score?', 'options': [{'A': 'Before due date'}, {'B': 'One month after due date'}, {'C': 'One year after due date'}, {'D': ""Don't repay""}], 'value_answer': ['Before due date'], 'option_answer': ['A'], 'other': {}}",When should Daniel pay his due amount to increase the credit score?,"[{'A': 'Before due date'}, {'B': 'One month after due date'}, {'C': 'One year after due date'}, {'D': ""Don't repay""}]",['Before due date'],['A'],Kevin,"['Before due date', 'One month after due date']"
1,attribute_comparison,account_balance,Jackson wants to buy a sports car. He has 534 dollars in his bank account.,One can not withdraw more money than the amount in their bank account,"{'question_text': 'At what cost could Jackson buy the vehicle from his account?', 'options': [{'A': 550}, {'B': 400}, {'C': 500}, {'D': 650}], 'value_answer': [400, 500], 'option_answer': ['B', 'C'], 'other': {'given_value': 534, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",At what cost could Jackson buy the vehicle from his account?,"[{'A': 550}, {'B': 400}, {'C': 500}, {'D': 650}]","[400, 500]","['B', 'C']",Neeraj,[500]
199,attribute_comparison,cup_and_water,The cup of water held by Nathan is 137 ml.,The volume of water cannot be more than the volume of cup.,"{'question_text': 'How much water can Nathan drink from that cup?', 'options': [{'A': 145}, {'B': 140}, {'C': 150}, {'D': 120}, {'E': 'None'}], 'value_answer': [120], 'option_answer': ['D'], 'other': {'given_value': 137, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How much water can Nathan drink from that cup?,"[{'A': 145}, {'B': 140}, {'C': 150}, {'D': 120}, {'E': 'None'}]",[120],['D'],Kevin,"[137, 140, 150]"
297,attribute_comparison,force_and_acceleration,There is a bodybuilding championship going on and the contestants have to push identical objects to prove their strength. The winner is able to generate a larger force and is able to push the object with an acceleration of 896 units.,Acceleration of an object is directly proportional to the force applied.,"{'question_text': 'What could be the acceleration of the object on which lesser force is applied?', 'options': [{'A': 887}, {'B': 889}, {'C': 905}, {'D': 901}], 'value_answer': [887, 889], 'option_answer': ['A', 'B'], 'other': {'given_value': 896, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the acceleration of the object on which lesser force is applied?,"[{'A': 887}, {'B': 889}, {'C': 905}, {'D': 901}]","[887, 889]","['A', 'B']",Himanshu,"[887, 889, 901]"
39,attribute_comparison,direct_comparison,"Logan went to a shop to buy a ring for his wife. He had very high budget, so instead of a ring whose cost was 31 thousand dollars he bought a ring which was expensive than the other ring.",Expensive thing costs more money,"{'question_text': 'What could be the cost of the ring that Logan bought?', 'options': [{'A': 35}, {'B': 28}, {'C': 37}, {'D': 33}, {'E': 'None'}], 'value_answer': [35, 37, 33], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 31, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the cost of the ring that Logan bought?,"[{'A': 35}, {'B': 28}, {'C': 37}, {'D': 33}, {'E': 'None'}]","[35, 37, 33]","['A', 'C', 'D']",Neeraj,"[35, 37]"
828,attribute_comparison,stress_and_force,Evan needed to crush two boxes and stress value for the box on which more force applied is 18 units.,Stress is directly proportional to the force applied on an object.,"{'question_text': 'What could be the value of stress for the other box?', 'options': [{'A': 21}, {'B': 13}, {'C': 18}, {'D': 17}], 'value_answer': [13, 17], 'option_answer': ['B', 'D'], 'other': {'given_value': 18, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the value of stress for the other box?,"[{'A': 21}, {'B': 13}, {'C': 18}, {'D': 17}]","[13, 17]","['B', 'D']",Sivapriya,"[13, 17]"
1101,implicit_numerical_knowledge,thumb_in_hand,"In a meeting, all the attendees scanned the thumb of both their hands. There were less than 22 scans done.",A human usually has two hands each having one thumb,"{'question_text': 'How many people could have attended the meeting?', 'options': [{'A': 13}, {'B': 15}, {'C': 7}, {'D': 19}, {'E': 'None'}], 'value_answer': [7], 'option_answer': ['C'], 'other': {'given_value': 11, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many people could have attended the meeting?,"[{'A': 13}, {'B': 15}, {'C': 7}, {'D': 19}, {'E': 'None'}]",[7],['C'],Neeraj,"[15, 7, 19]"
