index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
1038,implicit_numerical_knowledge,days_in_month,Oliver is training for his soccer match. He has been playing soccer for at least 2 hours daily in January.,There are 31 days in January,"{'question_text': 'For how many hours Oliver could have played in the entire month of January?', 'options': [{'A': 43}, {'B': 72}, {'C': 56}, {'D': 81}, {'E': 'None'}], 'value_answer': [72, 81], 'option_answer': ['B', 'D'], 'other': {'given_value': 62, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",For how many hours Oliver could have played in the entire month of January?,"[{'A': 43}, {'B': 72}, {'C': 56}, {'D': 81}, {'E': 'None'}]","[72, 81]","['B', 'D']",Neeraj,"D

D) 81"
358,attribute_comparison,cylinder_and_volume,Hayden's has two cylindrical shaped bottles with same height. Volume of the bottle having larger radius is 25 units.,Volume of the cylinder is directly proportional to radius.,"{'question_text': 'What could be the volume of the other bottle ?', 'options': [{'A': 25}, {'B': 21}, {'C': 24}, {'D': 20}, {'E': 'None'}], 'value_answer': [21, 24, 20], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 25, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of the other bottle ?,"[{'A': 25}, {'B': 21}, {'C': 24}, {'D': 20}, {'E': 'None'}]","[21, 24, 20]","['B', 'C', 'D']",Saurabh,A
289,attribute_comparison,car_capacity,"Noah bought a bus with a capacity of 61 people. Later, he bought a new bus with a higher capacity.",Bigger vehicles have more seating capacity.,"{'question_text': 'What could be the seating capacity of the new bus?', 'options': [{'A': 58}, {'B': 56}, {'C': 66}, {'D': 64}], 'value_answer': [66, 64], 'option_answer': ['C', 'D'], 'other': {'given_value': 61, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the seating capacity of the new bus?,"[{'A': 58}, {'B': 56}, {'C': 66}, {'D': 64}]","[66, 64]","['C', 'D']",Himanshu,C
1364,non_numerical_sg,worm,Maxwell in a science class was taught about the reproduction process of different species. His professor told the class that a species has two sperm receptacles.,Every worm has two sperm receptacles.,"{'question_text': 'What could be the species that the professor is talking about?', 'options': [{'A': 'Pigeon'}, {'B': 'Dog'}, {'C': 'Worm'}, {'D': 'Eagle'}], 'value_answer': ['Worm'], 'option_answer': ['C'], 'other': {}}",What could be the species that the professor is talking about?,"[{'A': 'Pigeon'}, {'B': 'Dog'}, {'C': 'Worm'}, {'D': 'Eagle'}]",['Worm'],['C'],Sidharth,C: Worm
182,attribute_comparison,water_and_cotton,Jordan fills one box with cotton and a box pof same size with water. The box with cotton weighted 30 pounds.,Water is heavier than cotton,"{'question_text': 'What could be the weight of the water box?', 'options': [{'A': 20}, {'B': 25}, {'C': 30}, {'D': 35}, {'E': 'None'}], 'value_answer': [35], 'option_answer': ['D'], 'other': {'given_value': 30, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of the water box?,"[{'A': 20}, {'B': 25}, {'C': 30}, {'D': 35}, {'E': 'None'}]",[35],['D'],Neeraj,"[{'B': 25}, {'D': 35}]"
617,attribute_comparison,solubility_and_solid,"Carlos wanted to dissolve salt in water at two different temperatures. At temperature 265 K, the solubility was higher.",The solubility of a solid in water increases with an increase in temperature.,"{'question_text': 'What could be the temperature of the other solution?', 'options': [{'A': 263}, {'B': 268}, {'C': 266}, {'D': 262}, {'E': 'None'}], 'value_answer': [263, 262], 'option_answer': ['A', 'D'], 'other': {'given_value': 265, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature of the other solution?,"[{'A': 263}, {'B': 268}, {'C': 266}, {'D': 262}, {'E': 'None'}]","[263, 262]","['A', 'D']",Yamini,B
302,attribute_comparison,force_and_acceleration,Kayden is relocating to a new home and has to push two boxes to his room. The first box contains books and is significantly heavy than the second box containing pillows. The lighter box is pushed with an acceleration of 13 units.,"Given the same force, an object with higher mass will have lower acceleration.","{'question_text': 'What could be the acceleration of heavier box?', 'options': [{'A': 16}, {'B': 3}, {'C': 13}, {'D': 8}, {'E': 'None'}], 'value_answer': [3, 8], 'option_answer': ['B', 'D'], 'other': {'given_value': 13, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the acceleration of heavier box?,"[{'A': 16}, {'B': 3}, {'C': 13}, {'D': 8}, {'E': 'None'}]","[3, 8]","['B', 'D']",Himanshu,B
215,attribute_comparison,legal_age,Joshua is an Indian citizen and recently cast his first vote in the national assembly election.,Legal age to vote is 18 years in India,"{'question_text': 'What could be the age of Joshua when he casted the vote?', 'options': [{'A': 18}, {'B': 22}, {'C': 14}, {'D': 21}], 'value_answer': [18, 22, 21], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 18, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the age of Joshua when he casted the vote?,"[{'A': 18}, {'B': 22}, {'C': 14}, {'D': 21}]","[18, 22, 21]","['A', 'B', 'D']",Kevin,A
1269,non_numerical,food_object,"After returning from playing football, David was very hungry. He started eating his favorite meal.","Humans can eat plant and meat based food like spinach, chicken etc.","{'question_text': 'What could be the meal?', 'options': [{'A': 'ceramic bowl'}, {'B': 'spinach'}, {'C': 'plane'}, {'D': 'football'}], 'value_answer': ['spinach'], 'option_answer': ['B'], 'other': {}}",What could be the meal?,"[{'A': 'ceramic bowl'}, {'B': 'spinach'}, {'C': 'plane'}, {'D': 'football'}]",['spinach'],['B'],Yamini,B
487,attribute_comparison,flow_rate_and_volume,There are two identical pipes which are filling water to their respective container. Pipe with a higher flow rate has filled 74 liters of water.,Volume filled is directly proportional to flow rate,"{'question_text': 'What could be the volume of water filled by other pipe ?', 'options': [{'A': 66}, {'B': 77}, {'C': 64}, {'D': 80}], 'value_answer': [66, 64], 'option_answer': ['A', 'C'], 'other': {'given_value': 74, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of water filled by other pipe ?,"[{'A': 66}, {'B': 77}, {'C': 64}, {'D': 80}]","[66, 64]","['A', 'C']",Saurabh,"A, C"
748,attribute_comparison,base_and_PH,Jose has to find the basicity of two solutions and PH value of the stronger solution used for a chemical reaction is 7 units.,"The stronger the base, and the higher the pH value.","{'question_text': 'What could be the Ph of the other solution?', 'options': [{'A': 8}, {'B': 4}, {'C': 5}, {'D': 3}, {'E': 'None'}], 'value_answer': [4, 5, 3], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 7, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the Ph of the other solution?,"[{'A': 8}, {'B': 4}, {'C': 5}, {'D': 3}, {'E': 'None'}]","[4, 5, 3]","['B', 'C', 'D']",Sivapriya,A
1147,non_numerical,cars_and_submarines,David saw a vehicle that moved underwater while scuba diving in the ocean.,Vehicles like car and bicycle run on the ground. Vehicles like submarine travel under water.,"{'question_text': 'What could be the vehicle?', 'options': [{'A': 'boat'}, {'B': 'submarine'}, {'C': 'truck'}, {'D': 'train'}], 'value_answer': ['submarine'], 'option_answer': ['B'], 'other': {}}",What could be the vehicle?,"[{'A': 'boat'}, {'B': 'submarine'}, {'C': 'truck'}, {'D': 'train'}]",['submarine'],['B'],Himanshu,Boat is not a correct option because it does not move underwater. Submarine is a correct option because it moves underwater.
620,attribute_comparison,solubility_and_solid,"Charles wanted to dissolve salt in water at two different temperatures. At temperature 404 K, the solubility was lower.",The solubility of a solid in water increases with an increase in temperature.,"{'question_text': 'What could be the temperature of other solution?', 'options': [{'A': 404}, {'B': 408}, {'C': 407}, {'D': 402}], 'value_answer': [408, 407], 'option_answer': ['B', 'C'], 'other': {'given_value': 404, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the temperature of other solution?,"[{'A': 404}, {'B': 408}, {'C': 407}, {'D': 402}]","[408, 407]","['B', 'C']",Yamini,The correct option is B.
221,attribute_comparison,marks_comparisons,Ian secured 81 marks in the final test and passed.,"To pass an exam, you need to get at least passing marks.","{'question_text': ""What could have been the passing marks for Ian's test?"", 'options': [{'A': 85}, {'B': 77}, {'C': 81}, {'D': 82}], 'value_answer': [77, 81], 'option_answer': ['B', 'C'], 'other': {'given_value': 81, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could have been the passing marks for Ian's test?,"[{'A': 85}, {'B': 77}, {'C': 81}, {'D': 82}]","[77, 81]","['B', 'C']",Kevin,C
96,attribute_comparison,height_and_potential_energy,Matthew learns about the relation of potential energy and height. 34 units is the potential energy of the ball at higher height.,Potential energy is directly proportional to the height,"{'question_text': 'What could be the potential energy of the other ball?', 'options': [{'A': 32}, {'B': 35}, {'C': 31}, {'D': 34}], 'value_answer': [32, 31], 'option_answer': ['A', 'C'], 'other': {'given_value': 34, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the potential energy of the other ball?,"[{'A': 32}, {'B': 35}, {'C': 31}, {'D': 34}]","[32, 31]","['A', 'C']",Neeraj,A
519,attribute_comparison,compressibility_and_temperature,Bennett is a student at a college and he is asked to observe how the compressibility factor changes at two different temperature for two identical gases. So Bennett compared the compressibility factor and temperature of both the gases to understand the same. The compressibility factor of gas with lower temperature is 21 units.,Compressibility factor is inversely proportional to temperature at constant pressure and density of the gas.,"{'question_text': 'What could be the compressibility factor of the other gas?', 'options': [{'A': 22}, {'B': 16}, {'C': 17}, {'D': 23}, {'E': 'None'}], 'value_answer': [16, 17], 'option_answer': ['B', 'C'], 'other': {'given_value': 21, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the compressibility factor of the other gas?,"[{'A': 22}, {'B': 16}, {'C': 17}, {'D': 23}, {'E': 'None'}]","[16, 17]","['B', 'C']",Yamini,B
1164,non_numerical,moving_and_flying_objects,Luke saw a vehicle flying when he visited a space station.,Vehicles like car and bicycle run on the ground. Vehicles like plane and rockets fly in the air.,"{'question_text': 'What could be the vehicle?', 'options': [{'A': 'bicycle'}, {'B': 'car'}, {'C': 'truck'}, {'D': 'rocket'}], 'value_answer': ['rocket'], 'option_answer': ['D'], 'other': {}}",What could be the vehicle?,"[{'A': 'bicycle'}, {'B': 'car'}, {'C': 'truck'}, {'D': 'rocket'}]",['rocket'],['D'],Himanshu,D
582,attribute_comparison,pitch_and_amplitude,Adam is testing the pitch of sound waves at different frequencies as part of the physics lab exam. The pitch of the sound wave when frequency is higher is 357 Hz.,The pitch of the sound is directly proportional to the frequency of the sound.,"{'question_text': 'What could be the pitch of the other sound?', 'options': [{'A': 364}, {'B': 354}, {'C': 356}, {'D': 360}, {'E': 'None'}], 'value_answer': [354, 356], 'option_answer': ['B', 'C'], 'other': {'given_value': 357, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the pitch of the other sound?,"[{'A': 364}, {'B': 354}, {'C': 356}, {'D': 360}, {'E': 'None'}]","[354, 356]","['B', 'C']",Yamini,"A, C"
955,change_with_action,subtraction,A positive number was subtracted from 52.,Subtracting a positive number from a value results in a smaller value,"{'question_text': 'What could be the result?', 'options': [{'A': 44}, {'B': 61}, {'C': 70}, {'D': 68}], 'value_answer': [44], 'option_answer': ['A'], 'other': {'given_value': 52, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the result?,"[{'A': 44}, {'B': 61}, {'C': 70}, {'D': 68}]",[44],['A'],Neeraj,A
1115,implicit_numerical_knowledge,dozen,Edward is preparing dinner. He has a dozen of eggs and he cracked some eggs to prepare food.,A dozen has 12 items,"{'question_text': 'How many eggs does Edward have such that it is not cracked?.', 'options': [{'A': 14}, {'B': 12}, {'C': 13}, {'D': 10}, {'E': 'None'}], 'value_answer': [10], 'option_answer': ['D'], 'other': {'given_value': 12, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many eggs does Edward have such that it is not cracked?.,"[{'A': 14}, {'B': 12}, {'C': 13}, {'D': 10}, {'E': 'None'}]",[10],['D'],Saurabh,B
5,attribute_comparison,age,Andrew is 65 years old.,Son's age would be less than that of the father,"{'question_text': ""How old could Andrew's son be?"", 'options': [{'A': 15}, {'B': 65}, {'C': 40}, {'D': 90}], 'value_answer': [15, 40], 'option_answer': ['A', 'C'], 'other': {'given_value': 65, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How old could Andrew's son be?,"[{'A': 15}, {'B': 65}, {'C': 40}, {'D': 90}]","[15, 40]","['A', 'C']",Neeraj,C
1420,non_numerical,pilot,"An airplane is about to take off, and a person entered in the cockpit of the plane.",A pilot is a person who flies the airplane.,"{'question_text': 'Whom could have been the person entered in the cockpit?', 'options': [{'A': 'gardener'}, {'B': 'pilot'}, {'C': 'architect'}, {'D': 'photographer'}], 'value_answer': ['pilot'], 'option_answer': ['B'], 'other': {}}",Whom could have been the person entered in the cockpit?,"[{'A': 'gardener'}, {'B': 'pilot'}, {'C': 'architect'}, {'D': 'photographer'}]",['pilot'],['B'],Saurabh,[{'B': 'pilot'}]
68,attribute_comparison,distance,"Ashton recently bought a new house, farther from his school, so he bought a house which was closer to his school. From his previous house he used to take 26 minutes to travel to his school",It takes more time to cover larger distance than shorter distance,"{'question_text': 'How many minutes it could take Ashton to travel from home to school?', 'options': [{'A': 26}, {'B': 24}, {'C': 20}, {'D': 35}, {'E': 'None'}], 'value_answer': [35], 'option_answer': ['D'], 'other': {'given_value': 26, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many minutes it could take Ashton to travel from home to school?,"[{'A': 26}, {'B': 24}, {'C': 20}, {'D': 35}, {'E': 'None'}]",[35],['D'],Neeraj,B
1169,non_numerical,amphibians,"In a documentary, Antonio was told that an animal can live on both land and water.",Amphibians are animals that can live on both land and water.,"{'question_text': 'Who could have been the animal that Antonio learnt about?', 'options': [{'A': 'Turtle'}, {'B': 'Frog'}, {'C': 'Cow'}, {'D': 'Dog'}], 'value_answer': ['Turtle', 'Frog'], 'option_answer': ['A', 'B'], 'other': {}}",Who could have been the animal that Antonio learnt about?,"[{'A': 'Turtle'}, {'B': 'Frog'}, {'C': 'Cow'}, {'D': 'Dog'}]","['Turtle', 'Frog']","['A', 'B']",Kevin,B
422,attribute_comparison,projectile_height,Alan and his brother are throwing two identical ball in an upward direction at 45 degree of projection angle. The Alan's ball which was thrown with higher initial velocity reached height of 24 meters.,Maximum height reached by the ball is directly proportional to the initial velocity at which it is thrown if fired at 45 degrees of projection angle.,"{'question_text': ""What could be the maximum height reached by the ball thrown by Alan's brother?"", 'options': [{'A': 31}, {'B': 25}, {'C': 24}, {'D': 23}], 'value_answer': [23], 'option_answer': ['D'], 'other': {'given_value': 24, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the maximum height reached by the ball thrown by Alan's brother?,"[{'A': 31}, {'B': 25}, {'C': 24}, {'D': 23}]",[23],['D'],Saurabh,B
420,attribute_comparison,projectile_height,Anthony and his brother are throwing two identical balls in an upward direction at 45 degree of projection angle. Anthony's ball which reached at lower height had initial velocity of 49 meter/second.,Maximum height reached by the ball is directly proportional to the initial velocity at which it is thrown if fired at 45 degrees of projection angle.,"{'question_text': ""What could be the initial velocity of the ball thrown by Anthony's brother?"", 'options': [{'A': 46}, {'B': 56}, {'C': 52}, {'D': 41}], 'value_answer': [56, 52], 'option_answer': ['B', 'C'], 'other': {'given_value': 49, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the initial velocity of the ball thrown by Anthony's brother?,"[{'A': 46}, {'B': 56}, {'C': 52}, {'D': 41}]","[56, 52]","['B', 'C']",Saurabh,B
1456,non_numerical,blood_color,Julian was a reporter and went to cover the news related to natural disaster incidents that occurred on the beach nearby. Julian found some dead bodies where the area is completely covered with the blood of red and blue color.,"The blood of mammals is red, the blood of insects is yellow in color, and the blood of lobster is blue.","{'question_text': 'What could the dead bodies be?', 'options': [{'A': 'Dolphins'}, {'B': 'insects'}, {'C': 'Lobster'}, {'D': 'dog'}], 'value_answer': ['Dolphins', 'Lobster', 'dog'], 'option_answer': ['A', 'C', 'D'], 'other': {}}",What could the dead bodies be?,"[{'A': 'Dolphins'}, {'B': 'insects'}, {'C': 'Lobster'}, {'D': 'dog'}]","['Dolphins', 'Lobster', 'dog']","['A', 'C', 'D']",Sivapriya,C
294,attribute_comparison,floors_and_rooms,James visited Newyork and saw two buildings with the same base area. His guide also told him that the dimensions of the room of both buildings are equal. One of the buildings is taller than the other and has 50 rooms.,"If two buildings have the same base area and room size, the building with more floors will have more rooms.","{'question_text': 'What could be the number of rooms in shorter building?', 'options': [{'A': 52}, {'B': 47}, {'C': 46}, {'D': 50}], 'value_answer': [47, 46], 'option_answer': ['B', 'C'], 'other': {'given_value': 50, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the number of rooms in shorter building?,"[{'A': 52}, {'B': 47}, {'C': 46}, {'D': 50}]","[47, 46]","['B', 'C']",Himanshu,C
1116,implicit_numerical_knowledge,grand,The prize money for winning the dance competition is more than 4 grand dollars.,A grand is equal to 1000 ,"{'question_text': 'The prize money for winning the competition could be ?', 'options': [{'A': 4041}, {'B': 4065}, {'C': 4072}, {'D': 4069}], 'value_answer': [4041, 4065, 4072, 4069], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 4000, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",The prize money for winning the competition could be ?,"[{'A': 4041}, {'B': 4065}, {'C': 4072}, {'D': 4069}]","[4041, 4065, 4072, 4069]","['A', 'B', 'C', 'D']",Saurabh,B
1227,non_numerical,traffic_sense,"On a monday morning, Christopher was travelling to the airport. The bus was halted in the signal and when the color of the signal changed, the bus started moving.","Vehicle should start at green light, halt at red lights, and slow down at yellow lights.","{'question_text': 'Which color did the signal light change to?', 'options': [{'A': 'Red'}, {'B': 'Green'}, {'C': 'Yellow'}, {'D': 'Blue'}], 'value_answer': ['Green'], 'option_answer': ['B'], 'other': {}}",Which color did the signal light change to?,"[{'A': 'Red'}, {'B': 'Green'}, {'C': 'Yellow'}, {'D': 'Blue'}]",['Green'],['B'],Kevin,B
149,attribute_comparison,rafting_downstream,Graham participates in a boat racing competition. He first rows the boat in still water and takes 14 minutes to corss and then while coming back starts going downstream.,speed of the downstream river adds to the speed of the raft,"{'question_text': 'What could be the time taken to come back in downstream?', 'options': [{'A': 15}, {'B': 12}, {'C': 13}, {'D': 18}, {'E': 'None'}], 'value_answer': [12, 13], 'option_answer': ['B', 'C'], 'other': {'given_value': 14, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the time taken to come back in downstream?,"[{'A': 15}, {'B': 12}, {'C': 13}, {'D': 18}, {'E': 'None'}]","[12, 13]","['B', 'C']",Neeraj,B
1478,non_numerical,fire_proof,"Leo's house caught fire, and a fire engine arrived late. Some objects in the house reduced the flow of heat in the meantime.",Fire-retardants like concrete can withstand extremely high temperatures and help to slow the spread of a fire whereas cotton cannot.,"{'question_text': 'What could be the objects?', 'options': [{'A': 'concrete'}, {'B': 'Fire-Bricks'}, {'C': 'Fire-Rate Doors'}, {'D': 'Cotton curtains'}], 'value_answer': ['concrete', 'Fire-Bricks', 'Fire-Rate Doors'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the objects?,"[{'A': 'concrete'}, {'B': 'Fire-Bricks'}, {'C': 'Fire-Rate Doors'}, {'D': 'Cotton curtains'}]","['concrete', 'Fire-Bricks', 'Fire-Rate Doors']","['A', 'B', 'C']",Sivapriya,"A, B, C"
1428,non_numerical,seed_out,Jack went to supermarket to buy some fruits. He liked one fruit that have seeds attached to the outside of the fruit.,Strawberries are the only fruit that grows seeds on the exterior portion of the fruit.,"{'question_text': 'What could be the fruit?', 'options': [{'A': 'apple'}, {'B': 'orange'}, {'C': 'mango'}, {'D': 'strawberry'}], 'value_answer': ['strawberry'], 'option_answer': ['D'], 'other': {}}",What could be the fruit?,"[{'A': 'apple'}, {'B': 'orange'}, {'C': 'mango'}, {'D': 'strawberry'}]",['strawberry'],['D'],Saurabh,D
1413,non_numerical,owl_rotate,Jude got scared when he saw a bird that turned its neck backwards.,Bird like owl can rotate its head upto 270 degrees.,"{'question_text': 'What could be the bird?', 'options': [{'A': 'pigeon'}, {'B': 'lion'}, {'C': 'owl'}, {'D': 'zebra'}], 'value_answer': ['owl'], 'option_answer': ['C'], 'other': {}}",What could be the bird?,"[{'A': 'pigeon'}, {'B': 'lion'}, {'C': 'owl'}, {'D': 'zebra'}]",['owl'],['C'],Saurabh,C
1509,non_numerical,root_vegetables,"Alexander was interested in growing vegetables in his garden, particularly the one that grows under the soil.",Root vegetables like carrot are the fleshy enlarged root of a plant that is used as a vegetable.,"{'question_text': 'What could be the vegetables?', 'options': [{'A': 'potato'}, {'B': 'raddish'}, {'C': 'carrot'}, {'D': 'Ladies Finger'}], 'value_answer': ['potato', 'raddish', 'carrot'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the vegetables?,"[{'A': 'potato'}, {'B': 'raddish'}, {'C': 'carrot'}, {'D': 'Ladies Finger'}]","['potato', 'raddish', 'carrot']","['A', 'B', 'C']",Sivapriya,C
1214,non_numerical,running_speed,"When Alexander was jogging through a busy road, an object overtook him.",Humans cannot run faster than motor vehicles in its maximum speed.,"{'question_text': 'What was the object that crossed Alexander when he was running?', 'options': [{'A': 'Train'}, {'B': 'Bike'}, {'C': 'Ant'}, {'D': 'Car'}], 'value_answer': ['Train', 'Bike', 'Car'], 'option_answer': ['A', 'B', 'D'], 'other': {}}",What was the object that crossed Alexander when he was running?,"[{'A': 'Train'}, {'B': 'Bike'}, {'C': 'Ant'}, {'D': 'Car'}]","['Train', 'Bike', 'Car']","['A', 'B', 'D']",Kevin,D
