category,subcategory,knowledge,premise,hypothesis,binary_classification_label,GPT2Pred
attribute_comparison,age,Son's age would be less than that of the father,Andrew is 65 years old.,Andrew's son could be 15 years old.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Son's age would be less than that of the father
Premise: Andrew is 65 years old.
Hypothesis: Andrew's son could be 15 years old.
Result: False

Knowledge: The father's age would be less than that of the mother

Premise: The father's age would be less"
attribute_comparison,age,Son's age would be less than that of the father,Andrew is 65 years old.,Andrew's son could be 90 years old.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Son's age would be less than that of the father
Premise: Andrew is 65 years old.
Hypothesis: Andrew's son could be 90 years old.
Result: False

Knowledge: The father's age would be less than that of the mother

Premise: The father's age would be less"
attribute_comparison,age,Son's age would be less than that of the father,Jesse is 27 years old.,Jesse's father could be 75 years old.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Son's age would be less than that of the father
Premise: Jesse is 27 years old.
Hypothesis: Jesse's father could be 75 years old.
Result: False

Knowledge: Jesse's father could be 80 years old.

Hypothesis: Jesse's father could be 90 years old."
attribute_comparison,age,Son's age would be less than that of the father,Jesse is 27 years old.,Jesse's father could be 0 years old.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Son's age would be less than that of the father
Premise: Jesse is 27 years old.
Hypothesis: Jesse's father could be 0 years old.
Result: False

Knowledge: Jesse's father could be 0 years old.

Hypothesis: Jesse's father could be 0 years old."
attribute_comparison,age,Son's age would be less than that of the father,Gabriel is 31 years old.,Gabriel's father could be 75 years old.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Son's age would be less than that of the father
Premise: Gabriel is 31 years old.
Hypothesis: Gabriel's father could be 75 years old.
Result: False

Knowledge: Son's age would be less than that of the father

Premise: Gabriel's age would be less than that"
attribute_comparison,age,Son's age would be less than that of the father,Gabriel is 31 years old.,Gabriel's father could be 25 years old.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Son's age would be less than that of the father
Premise: Gabriel is 31 years old.
Hypothesis: Gabriel's father could be 25 years old.
Result: False

Knowledge: Son's age would be less than that of the father

Premise: Gabriel's father could be 25 years old"
attribute_comparison,age,Elder person has more age than a younger person,"Abraham has a brother who is older than him, the age of his brother is 26 years old.",Abraham could be 23 years old.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Elder person has more age than a younger person
Premise: Abraham has a brother who is older than him, the age of his brother is 26 years old.
Hypothesis: Abraham could be 23 years old.
Result: False

Knowledge: The age of the other person is not known.

Premise: The age of the other person is not known"
attribute_comparison,age,Elder person has more age than a younger person,"Abraham has a brother who is older than him, the age of his brother is 26 years old.",Abraham could be 33 years old.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Elder person has more age than a younger person
Premise: Abraham has a brother who is older than him, the age of his brother is 26 years old.
Hypothesis: Abraham could be 33 years old.
Result: False

Knowledge: The age of the other person is not known.

Premise: The age of the other person is not known"
attribute_comparison,age,Elder person has more age than a younger person,"Bentley has a cousin who is older than him, the age of his cousin is 22 years old.",Bentley could be 12 years old.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Elder person has more age than a younger person
Premise: Bentley has a cousin who is older than him, the age of his cousin is 22 years old.
Hypothesis: Bentley could be 12 years old.
Result: False

Knowledge: Elder person has more age than a younger person

Premise: Elder person has more age than a younger person
"
attribute_comparison,age,Elder person has more age than a younger person,"Bentley has a cousin who is older than him, the age of his cousin is 22 years old.",Bentley could be 24 years old.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Elder person has more age than a younger person
Premise: Bentley has a cousin who is older than him, the age of his cousin is 22 years old.
Hypothesis: Bentley could be 24 years old.
Result: False

Knowledge: Elder person has more age than a younger person

Premise: Elder person has more age than a younger person
"
attribute_comparison,age,Elder person has more age than a younger person,Henry's younger sister is 47 years old.,Henry could be 54 years old.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Elder person has more age than a younger person
Premise: Henry's younger sister is 47 years old.
Hypothesis: Henry could be 54 years old.
Result: False

Knowledge: Elder person has more age than a younger person

Premise: Elder person has more age than a younger person
"
attribute_comparison,age,Elder person has more age than a younger person,Henry's younger sister is 47 years old.,Henry could be 41 years old.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Elder person has more age than a younger person
Premise: Henry's younger sister is 47 years old.
Hypothesis: Henry could be 41 years old.
Result: False

Knowledge: Elder person has more age than a younger person

Premise: Elder person has more age than a younger person
"
attribute_comparison,age,Elder person has more age than a younger person,Arthur's younger brother is 47 years old.,Arthur could be 49 years old.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Elder person has more age than a younger person
Premise: Arthur's younger brother is 47 years old.
Hypothesis: Arthur could be 49 years old.
Result: False

Knowledge: Elder person has more age than a younger person

Premise: Arthur could be 50 years old.

Hyp"
attribute_comparison,age,Elder person has more age than a younger person,Arthur's younger brother is 47 years old.,Arthur could be 42 years old.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Elder person has more age than a younger person
Premise: Arthur's younger brother is 47 years old.
Hypothesis: Arthur could be 42 years old.
Result: False

Knowledge: Elder person has more age than a younger person

Premise: Arthur could be 42 years old.

Hyp"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.,Area of the other wire could be 35 units.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 35 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire

Premise: Victor's experiment is to observe"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.,Area of the other wire could be 25 units.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire

Premise: Victor's experiment is to observe"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Brandon's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 48 units.,Area of the other wire could be 54 units.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Brandon's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 48 units.
Hypothesis: Area of the other wire could be 54 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire

Premise: Brandon's experiment is to observe"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Brandon's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 48 units.,Area of the other wire could be 45 units.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Brandon's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 48 units.
Hypothesis: Area of the other wire could be 45 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire

Premise: Brandon's experiment is to observe"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Oliver learns about the relation of resistance and area using two wires which are similar with different areas. 23 units is the resistance of wire which has larger area.,Resistance of the other wire could be 32 units.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Oliver learns about the relation of resistance and area using two wires which are similar with different areas. 23 units is the resistance of wire which has larger area.
Hypothesis: Resistance of the other wire could be 32 units.
Result: False

Knowledge: Resistance of the other wire could be 32 units.

Hypothesis: Resistance of the other wire could be 32"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Oliver learns about the relation of resistance and area using two wires which are similar with different areas. 23 units is the resistance of wire which has larger area.,Resistance of the other wire could be 16 units.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Oliver learns about the relation of resistance and area using two wires which are similar with different areas. 23 units is the resistance of wire which has larger area.
Hypothesis: Resistance of the other wire could be 16 units.
Result: False

Knowledge: Resistance of the other wire could be 16 units.

Hypothesis: Resistance of the other wire could be 16"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.,Resistance of the other wire could be 42 units.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.
Hypothesis: Resistance of the other wire could be 42 units.
Result: False

Knowledge: Resistance of the other wire could be 50 units.

Hypothesis: Resistance of the other wire could be 100"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.,Resistance of the other wire could be 34 units.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.
Hypothesis: Resistance of the other wire could be 34 units.
Result: False

Knowledge: Resistance of the other wire could be 35 units.

Hypothesis: Resistance of the other wire could be 36"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Isaac learns about the relation of resistance and area using two wires. 25 units is the area of wire which has smaller resistance.,Area of the other wire could be 24 units.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Isaac learns about the relation of resistance and area using two wires. 25 units is the area of wire which has smaller resistance.
Hypothesis: Area of the other wire could be 24 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire

Premise: Isaac learns about the relation of"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Isaac learns about the relation of resistance and area using two wires. 25 units is the area of wire which has smaller resistance.,Area of the other wire could be 31 units.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Isaac learns about the relation of resistance and area using two wires. 25 units is the area of wire which has smaller resistance.
Hypothesis: Area of the other wire could be 31 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire

Premise: Isaac learns about the relation of"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Maxwell learns about the relation of resistance and area using two wires. 31 units is the area of wire which has smaller resistance.,Area of the other wire could be 30 units.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Maxwell learns about the relation of resistance and area using two wires. 31 units is the area of wire which has smaller resistance.
Hypothesis: Area of the other wire could be 30 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire

Premise: Maxwell learns about the relation of"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Maxwell learns about the relation of resistance and area using two wires. 31 units is the area of wire which has smaller resistance.,Area of the other wire could be 37 units.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Maxwell learns about the relation of resistance and area using two wires. 31 units is the area of wire which has smaller resistance.
Hypothesis: Area of the other wire could be 37 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire

Premise: Maxwell learns about the relation of"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.,Resistance of the other wire could be 32 units.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.
Hypothesis: Resistance of the other wire could be 32 units.
Result: False

Knowledge: Resistance of the other wire could be 32 units.

Hypothesis: Resistance of the other wire could be 32"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.,Resistance of the other wire could be 43 units.,False,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.
Hypothesis: Resistance of the other wire could be 43 units.
Result: False

Knowledge: Resistance of the other wire could be 50 units.

Premise: Victor's experiment is to observe the relationship between"
attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Julian's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.,Resistance of the other wire could be 38 units.,True,"Validate the hypothesis as True or False based on Knowledge and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire.
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Hypothesis: Area of the other wire could be 25 units.
Result: False

Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Julian's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.
Hypothesis: Resistance of the other wire could be 38 units.
Result: False

Knowledge: Resistance of the other wire could be 40 units.

Hypothesis: Resistance of the other wire could be 40"
