category,subcategory,premise,knowledge,question_text,options,correct_answers,correct_option,GPT2Pred
attribute_comparison,area_and_resistance,Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.,Resistance is inversely proportional to the area of the metalic wire,What could be the resistance of the other wire?,"[{'A': 39}, {'B': 40}, {'C': 35}, {'D': 36}, {'E': 'None'}]","[39, 40]","['A', 'B']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.
Question: What could be the resistance of the other wire?
Hypothesis: [{'A': 39}, {'B': 40}, {'C': 35}, {'D': 36}, {'E': 'None'}]
Result: [{'A': 39}, {'B': 40}, {'C': 35}, {'D': 36}, {'E': '"
attribute_comparison,area_and_resistance,Isaac learns about the relation of resistance and area using two wires. 25 units is the area of wire which has smaller resistance.,Resistance is inversely proportional to the area of the metalic wire,What could be the area of the other wire?,"[{'A': 23}, {'B': 22}, {'C': 27}, {'D': 28}, {'E': 'None'}]","[23, 22]","['A', 'B']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Isaac learns about the relation of resistance and area using two wires. 25 units is the area of wire which has smaller resistance.
Question: What could be the area of the other wire?
Hypothesis: [{'A': 23}, {'B': 22}, {'C': 27}, {'D': 28}, {'E': 'None'}]
Result: [{'A': 23}, {'B': 22}, {'C': 27}, {'D': 28}, {'E': '"
attribute_comparison,area_and_resistance,Maxwell learns about the relation of resistance and area using two wires. 31 units is the area of wire which has smaller resistance.,Resistance is inversely proportional to the area of the metalic wire,What could be the area of the other wire?,"[{'A': 28}, {'B': 29}, {'C': 33}, {'D': 26}]","[28, 29, 26]","['A', 'B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Maxwell learns about the relation of resistance and area using two wires. 31 units is the area of wire which has smaller resistance.
Question: What could be the area of the other wire?
Hypothesis: [{'A': 28}, {'B': 29}, {'C': 33}, {'D': 26}]
Result: [{'A': 28}, {'B': 29}, {'C': 33}, {'D': 26}]

Premise"
attribute_comparison,area_and_resistance,Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.,Resistance is inversely proportional to the area of the metalic wire,What could be the resistance of the other wire?,"[{'A': 36}, {'B': 44}, {'C': 42}, {'D': 43}, {'E': 'None'}]",[36],['A'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.
Question: What could be the resistance of the other wire?
Hypothesis: [{'A': 36}, {'B': 44}, {'C': 42}, {'D': 43}, {'E': 'None'}]
Result: [36, 44]

Premise: The experiment is to observe the relationship between resistance and area using two similar wires of different areas. The"
attribute_comparison,area_and_resistance,Julian's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.,Resistance is inversely proportional to the area of the metalic wire,What could be the resistance of the other wire?,"[{'A': 43}, {'B': 35}, {'C': 37}, {'D': 44}, {'E': 'None'}]","[35, 37]","['B', 'C']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Julian's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.
Question: What could be the resistance of the other wire?
Hypothesis: [{'A': 43}, {'B': 35}, {'C': 37}, {'D': 44}, {'E': 'None'}]
Result: [{'A': 43}, {'B': 35}, {'C': 37}, {'D': 44}, {'E': '"
attribute_comparison,at_least,Jude hosted a birthday party in which 28 people came. Each person gave at least 1 gift to Jude.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of gifts?,"[{'A': 20}, {'B': 19}, {'C': 32}, {'D': 23}, {'E': 'None'}]",[32],['C'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Jude hosted a birthday party in which 28 people came. Each person gave at least 1 gift to Jude.
Question: What could be the total number of gifts?
Hypothesis: [{'A': 20}, {'B': 19}, {'C': 32}, {'D': 23}, {'E': 'None'}]
Result: [20, 23]

Premise: Jude hosted a birthday party in which 28 people came. Each person gave at least 1 gift to Jude"
attribute_comparison,at_least,Gabriel and his wife threw an anniversary party to their family and friends. A total of 26 people came to their party who also brought atleast 1 gift.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of gifts?,"[{'A': 31}, {'B': 18}, {'C': 16}, {'D': 34}, {'E': 'None'}]","[31, 34]","['A', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Gabriel and his wife threw an anniversary party to their family and friends. A total of 26 people came to their party who also brought atleast 1 gift.
Question: What could be the total number of gifts?
Hypothesis: [{'A': 31}, {'B': 18}, {'C': 16}, {'D': 34}, {'E': 'None'}]
Result: [{'A': 31}, {'B': 18}, {'C': 16}, {'D': 34}, {'E': '"
attribute_comparison,at_least,Kevin hosted a birthday party in which 44 people came. Only a few people brought a gift and none of them gave more than one gift.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of gifts?,"[{'A': 42}, {'B': 41}, {'C': 40}, {'D': 51}, {'E': 'None'}]","[42, 41, 40]","['A', 'B', 'C']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Kevin hosted a birthday party in which 44 people came. Only a few people brought a gift and none of them gave more than one gift.
Question: What could be the total number of gifts?
Hypothesis: [{'A': 42}, {'B': 41}, {'C': 40}, {'D': 51}, {'E': 'None'}]
Result: [42, 51]

Premise: Kevin hosted a birthday party in which 44 people came. Only a few people brought a gift and none"
attribute_comparison,at_least,Robert and his wife threw an anniversary party to their family and friends. A total of 26 people were invited to their party. Robert wanted to buy atleast 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of chocolates Robert can buy?,"[{'A': 31}, {'B': 16}, {'C': 27}, {'D': 32}]","[31, 27, 32]","['A', 'C', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Robert and his wife threw an anniversary party to their family and friends. A total of 26 people were invited to their party. Robert wanted to buy atleast 1 chocolate for each person.
Question: What could be the total number of chocolates Robert can buy?
Hypothesis: [{'A': 31}, {'B': 16}, {'C': 27}, {'D': 32}]
Result: [31, 32]

Premise: Robert and his wife threw an anniversary party to their family and friends. A total of 26 people were"
attribute_comparison,at_least,Michael and his wife threw an anniversary party to their family and friends. A total of 41 people came to their party but only few of them brought atleast a gift and none of them brought more than one gift.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of gifts?,"[{'A': 35}, {'B': 44}, {'C': 36}, {'D': 39}]","[35, 36, 39]","['A', 'C', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Michael and his wife threw an anniversary party to their family and friends. A total of 41 people came to their party but only few of them brought atleast a gift and none of them brought more than one gift.
Question: What could be the total number of gifts?
Hypothesis: [{'A': 35}, {'B': 44}, {'C': 36}, {'D': 39}]
Result: [39, 41]

Premise: Michael and his wife threw an anniversary party to their family and friends. A total of 41 people came"
attribute_comparison,at_least,Daniel is hosting a birthday party in which 45 people are expected to come. Daniel wants to buy at least 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of chocolates Daniel can buy?,"[{'A': 37}, {'B': 35}, {'C': 39}, {'D': 53}, {'E': 'None'}]",[53],['D'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Daniel is hosting a birthday party in which 45 people are expected to come. Daniel wants to buy at least 1 chocolate for each person.
Question: What could be the total number of chocolates Daniel can buy?
Hypothesis: [{'A': 37}, {'B': 35}, {'C': 39}, {'D': 53}, {'E': 'None'}]
Result: [{'A': 37}, {'B': 35}, {'C': 39}, {'D': 53}, {'E': '"
attribute_comparison,at_least,Lucas is hosting a birthday party in which 20 people are expected to come. Lucas wants to buy at least 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of chocolates Lucas can buy?,"[{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}]","[21, 27, 23, 25]","['A', 'B', 'C', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Lucas is hosting a birthday party in which 20 people are expected to come. Lucas wants to buy at least 1 chocolate for each person.
Question: What could be the total number of chocolates Lucas can buy?
Hypothesis: [{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}]
Result: [{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}]

Premise"
attribute_comparison,at_least,Bennett and his wife threw an anniversary party to their family and friends. A total of 35 people were invited to their party. Bennett wanted to buy atleast 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of chocolates Bennett can buy?,"[{'A': 35}, {'B': 43}, {'C': 34}, {'D': 36}, {'E': 'None'}]","[35, 43, 36]","['A', 'B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Bennett and his wife threw an anniversary party to their family and friends. A total of 35 people were invited to their party. Bennett wanted to buy atleast 1 chocolate for each person.
Question: What could be the total number of chocolates Bennett can buy?
Hypothesis: [{'A': 35}, {'B': 43}, {'C': 34}, {'D': 36}, {'E': 'None'}]
Result: [{'A': 35}, {'B': 43}, {'C': 34}, {'D': 36}, {'E': '"
attribute_comparison,density,Density of a liquid is 16 units. It floats on another liquid.,A liquid with lesser density floats on another liquid,What could be the density of the other liquid?,"[{'A': 17}, {'B': 13}, {'C': 18}, {'D': 12}, {'E': 'None'}]","[17, 18]","['A', 'C']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Density of a liquid is 16 units. It floats on another liquid.
Question: What could be the density of the other liquid?
Hypothesis: [{'A': 17}, {'B': 13}, {'C': 18}, {'D': 12}, {'E': 'None'}]
Result: [None, None]

Premise: Density of a liquid is 16 units. It floats on another liquid.
Question: What could"
attribute_comparison,density,Mateo has two different liquids in a flask. One of them floats over the other liquid has density of 13 units,A liquid with lesser density floats on another liquid,What could be the density of the other liquid?,"[{'A': 15}, {'B': 17}, {'C': 13}, {'D': 9}]","[15, 17]","['A', 'B']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Mateo has two different liquids in a flask. One of them floats over the other liquid has density of 13 units
Question: What could be the density of the other liquid?
Hypothesis: [{'A': 15}, {'B': 17}, {'C': 13}, {'D': 9}]
Result: [9, 9]

Premise: Mateo has two different liquids in a flask. One of them floats over the other liquid has density"
attribute_comparison,density,Miles has two different liquids in a flask.Density of one of them is 12 units on which another liquid floats,A liquid with lesser density floats on another liquid,What could be the density of the other liquid?,"[{'A': 15}, {'B': 13}, {'C': 16}, {'D': 9}, {'E': 'None'}]",[9],['D'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Miles has two different liquids in a flask.Density of one of them is 12 units on which another liquid floats
Question: What could be the density of the other liquid?
Hypothesis: [{'A': 15}, {'B': 13}, {'C': 16}, {'D': 9}, {'E': 'None'}]
Result: [{'A': 15}, {'B': 13}, {'C': 16}, {'D': 9}, {'E': '"
attribute_comparison,density,Ryan has two different liquids in a flask.Density of one of them is 17 units on which another liquid floats,A liquid with lesser density floats on another liquid,What could be the density of the other liquid?,"[{'A': 16}, {'B': 18}, {'C': 15}, {'D': 17}]","[16, 15]","['A', 'C']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Ryan has two different liquids in a flask.Density of one of them is 17 units on which another liquid floats
Question: What could be the density of the other liquid?
Hypothesis: [{'A': 16}, {'B': 18}, {'C': 15}, {'D': 17}]
Result: [16, 17]

Premise: Ryan has two different liquids in a flask.Density of one of them is 17 units on which"
attribute_comparison,direct_comparison,Radius of planet A is smaller than that of planet B. 23 units is the radius of planet B,Smaller planet has a smaller radius in comparison to a larger planet,What could be the radius of planet A?,"[{'A': 19}, {'B': 20}, {'C': 27}, {'D': 22}]","[19, 20, 22]","['A', 'B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Premise: Planet A is bigger in radius that planet B. The radius of planet A is 43 units.
Question: What could be the radius of planet B?
Options: [{'A': 46}, {'B': 39}, {'C': 43}, {'D': 41}]
Result: [39, 41]

Premise: Radius of planet A is smaller than that of planet B. 23 units is the radius of planet B
Question: What could be the radius of planet A?
Hypothesis: [{'A': 19}, {'B': 20}, {'C': 27}, {'D': 22}]
Result: [19, 22]

Premise: Radius of planet A is smaller than that of planet B. 23 units is the radius of planet A"
