category,subcategory,premise,knowledge,question_text,options,correct_answers,correct_option,GPT2Pred
attribute_comparison,age,Henry's younger sister is 47 years old.,Elder person has more age than a younger person,How old could Henry be?,"[{'A': 43}, {'B': 46}, {'C': 41}, {'D': 42}, {'E': 'None'}]",['None'],['E'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Elder person has more age than a younger person
Premise: Henry's younger sister is 47 years old.
Question: How old could Henry be?
Options: [{'A': 43}, {'B': 46}, {'C': 41}, {'D': 42}, {'E': 'None'}]
Result: Henry is older than the younger person.
Question: How old could Henry be?
Options: [{'A': 43}, {'B"
attribute_comparison,age,Arthur's younger brother is 47 years old.,Elder person has more age than a younger person,How old could Arthur be?,"[{'A': 46}, {'B': 50}, {'C': 47}, {'D': 49}, {'E': 'None'}]","[50, 49]","['B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Elder person has more age than a younger person
Premise: Arthur's younger brother is 47 years old.
Question: How old could Arthur be?
Options: [{'A': 46}, {'B': 50}, {'C': 47}, {'D': 49}, {'E': 'None'}]
Result: Arthur is older than the younger person.
Question: How old could Arthur be?
Options: [{'A': 46}, {'B"
attribute_comparison,area_and_resistance,Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.,Resistance is inversely proportional to the area of the metalic wire,What could be the area of the other wire?,"[{'A': 33}, {'B': 31}, {'C': 30}, {'D': 34}]","[33, 34]","['A', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 32 units.
Question: What could be the area of the other wire?
Options: [{'A': 33}, {'B': 31}, {'C': 30}, {'D': 34}]
Result:
The area of the other wire is 32 units.
Question: What could be the area of the other wire with smaller resistance?
Options:"
attribute_comparison,area_and_resistance,Brandon's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 48 units.,Resistance is inversely proportional to the area of the metalic wire,What could be the area of the other wire?,"[{'A': 49}, {'B': 50}, {'C': 47}, {'D': 52}, {'E': 'None'}]","[49, 50, 52]","['A', 'B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Brandon's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 48 units.
Question: What could be the area of the other wire?
Options: [{'A': 49}, {'B': 50}, {'C': 47}, {'D': 52}, {'E': 'None'}]
Result:
The area of the other wire with larger resistance is 48 units.
Question: What could be the area of the other wire with smaller resistance?"
attribute_comparison,area_and_resistance,Oliver learns about the relation of resistance and area using two wires which are similar with different areas. 23 units is the resistance of wire which has larger area.,Resistance is inversely proportional to the area of the metalic wire,What could be the resistance of the other wire?,"[{'A': 26}, {'B': 22}, {'C': 25}, {'D': 21}]","[26, 25]","['A', 'C']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Oliver learns about the relation of resistance and area using two wires which are similar with different areas. 23 units is the resistance of wire which has larger area.
Question: What could be the resistance of the other wire?
Options: [{'A': 26}, {'B': 22}, {'C': 25}, {'D': 21}]
Result:
The resistance of the other wire is proportional to the area of the metalic wire.
Question: What is the area of the metalic wire"
attribute_comparison,area_and_resistance,Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.,Resistance is inversely proportional to the area of the metalic wire,What could be the resistance of the other wire?,"[{'A': 39}, {'B': 40}, {'C': 35}, {'D': 36}, {'E': 'None'}]","[39, 40]","['A', 'B']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Gabriel's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with larger area is 37 units.
Question: What could be the resistance of the other wire?
Options: [{'A': 39}, {'B': 40}, {'C': 35}, {'D': 36}, {'E': 'None'}]
Result:
The resistance of the other wire is 37 units.
Question: What could be the resistance of the other wire?
Options: [{'"
attribute_comparison,area_and_resistance,Isaac learns about the relation of resistance and area using two wires. 25 units is the area of wire which has smaller resistance.,Resistance is inversely proportional to the area of the metalic wire,What could be the area of the other wire?,"[{'A': 23}, {'B': 22}, {'C': 27}, {'D': 28}, {'E': 'None'}]","[23, 22]","['A', 'B']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Isaac learns about the relation of resistance and area using two wires. 25 units is the area of wire which has smaller resistance.
Question: What could be the area of the other wire?
Options: [{'A': 23}, {'B': 22}, {'C': 27}, {'D': 28}, {'E': 'None'}]
Result:
The area of the other wire is proportional to the area of the wire which has larger resistance.
Question: What is the area of the other"
attribute_comparison,area_and_resistance,Maxwell learns about the relation of resistance and area using two wires. 31 units is the area of wire which has smaller resistance.,Resistance is inversely proportional to the area of the metalic wire,What could be the area of the other wire?,"[{'A': 28}, {'B': 29}, {'C': 33}, {'D': 26}]","[28, 29, 26]","['A', 'B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Maxwell learns about the relation of resistance and area using two wires. 31 units is the area of wire which has smaller resistance.
Question: What could be the area of the other wire?
Options: [{'A': 28}, {'B': 29}, {'C': 33}, {'D': 26}]
Result:
The area of the other wire is the area of the wire which has larger resistance.
Question: What is the area of the other wire?"
attribute_comparison,area_and_resistance,Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.,Resistance is inversely proportional to the area of the metalic wire,What could be the resistance of the other wire?,"[{'A': 36}, {'B': 44}, {'C': 42}, {'D': 43}, {'E': 'None'}]",[36],['A'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Victor's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.
Question: What could be the resistance of the other wire?
Options: [{'A': 36}, {'B': 44}, {'C': 42}, {'D': 43}, {'E': 'None'}]
Result:
The resistance of the other wire is 40 units.
Question: What could be the resistance of the other wire?
Options: [{'"
attribute_comparison,area_and_resistance,Julian's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.,Resistance is inversely proportional to the area of the metalic wire,What could be the resistance of the other wire?,"[{'A': 43}, {'B': 35}, {'C': 37}, {'D': 44}, {'E': 'None'}]","[35, 37]","['B', 'C']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Resistance is inversely proportional to the area of the metalic wire
Premise: Julian's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The resistance of the wire with smaller area is 40 units.
Question: What could be the resistance of the other wire?
Options: [{'A': 43}, {'B': 35}, {'C': 37}, {'D': 44}, {'E': 'None'}]
Result: The resistance of the other wire is 40 units.
Question: What could be the resistance of the other wire?
Options: [{'A"
attribute_comparison,at_least,Jude hosted a birthday party in which 28 people came. Each person gave at least 1 gift to Jude.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of gifts?,"[{'A': 20}, {'B': 19}, {'C': 32}, {'D': 23}, {'E': 'None'}]",[32],['C'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: If each member contributes at least 1 then total would be more than the number of contributors
Premise: Jude hosted a birthday party in which 28 people came. Each person gave at least 1 gift to Jude.
Question: What could be the total number of gifts?
Options: [{'A': 20}, {'B': 19}, {'C': 32}, {'D': 23}, {'E': 'None'}]
Result:
Question: What could be the total number of gifts?
Option: [{'A': 20}, {'B': 19}, {'"
attribute_comparison,at_least,Gabriel and his wife threw an anniversary party to their family and friends. A total of 26 people came to their party who also brought atleast 1 gift.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of gifts?,"[{'A': 31}, {'B': 18}, {'C': 16}, {'D': 34}, {'E': 'None'}]","[31, 34]","['A', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: If each member contributes at least 1 then total would be more than the number of contributors
Premise: Gabriel and his wife threw an anniversary party to their family and friends. A total of 26 people came to their party who also brought atleast 1 gift.
Question: What could be the total number of gifts?
Options: [{'A': 31}, {'B': 18}, {'C': 16}, {'D': 34}, {'E': 'None'}]
Result:
Question: What could be the total number of gifts?
Option: [{'A': 31}, {'B': 18}, {'"
attribute_comparison,at_least,Kevin hosted a birthday party in which 44 people came. Only a few people brought a gift and none of them gave more than one gift.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of gifts?,"[{'A': 42}, {'B': 41}, {'C': 40}, {'D': 51}, {'E': 'None'}]","[42, 41, 40]","['A', 'B', 'C']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: If each member contributes at least 1 then total would be more than the number of contributors
Premise: Kevin hosted a birthday party in which 44 people came. Only a few people brought a gift and none of them gave more than one gift.
Question: What could be the total number of gifts?
Options: [{'A': 42}, {'B': 41}, {'C': 40}, {'D': 51}, {'E': 'None'}]
Result:
Question: What is the total number of gifts?
Options: [{'A': 42}, {'B': 41}, {'C"
attribute_comparison,at_least,Robert and his wife threw an anniversary party to their family and friends. A total of 26 people were invited to their party. Robert wanted to buy atleast 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of chocolates Robert can buy?,"[{'A': 31}, {'B': 16}, {'C': 27}, {'D': 32}]","[31, 27, 32]","['A', 'C', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: If each member contributes at least 1 then total would be more than the number of contributors
Premise: Robert and his wife threw an anniversary party to their family and friends. A total of 26 people were invited to their party. Robert wanted to buy atleast 1 chocolate for each person.
Question: What could be the total number of chocolates Robert can buy?
Options: [{'A': 31}, {'B': 16}, {'C': 27}, {'D': 32}]
Result:
[{'A': 31}, {'B': 16}, {'C': 27}, {'D': 32}]
Question:"
attribute_comparison,at_least,Michael and his wife threw an anniversary party to their family and friends. A total of 41 people came to their party but only few of them brought atleast a gift and none of them brought more than one gift.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of gifts?,"[{'A': 35}, {'B': 44}, {'C': 36}, {'D': 39}]","[35, 36, 39]","['A', 'C', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: If each member contributes at least 1 then total would be more than the number of contributors
Premise: Michael and his wife threw an anniversary party to their family and friends. A total of 41 people came to their party but only few of them brought atleast a gift and none of them brought more than one gift.
Question: What could be the total number of gifts?
Options: [{'A': 35}, {'B': 44}, {'C': 36}, {'D': 39}]
Result:
Question: What could be the total number of gifts?
Option: [{'A': 35}, {'B': 44}, {'"
attribute_comparison,at_least,Daniel is hosting a birthday party in which 45 people are expected to come. Daniel wants to buy at least 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of chocolates Daniel can buy?,"[{'A': 37}, {'B': 35}, {'C': 39}, {'D': 53}, {'E': 'None'}]",[53],['D'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: If each member contributes at least 1 then total would be more than the number of contributors
Premise: Daniel is hosting a birthday party in which 45 people are expected to come. Daniel wants to buy at least 1 chocolate for each person.
Question: What could be the total number of chocolates Daniel can buy?
Options: [{'A': 37}, {'B': 35}, {'C': 39}, {'D': 53}, {'E': 'None'}]
Result:
Daniel is hosting a birthday party in which 45 people are expected to come. Daniel wants to buy at least 1 chocolate for each person.
Question"
attribute_comparison,at_least,Lucas is hosting a birthday party in which 20 people are expected to come. Lucas wants to buy at least 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of chocolates Lucas can buy?,"[{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}]","[21, 27, 23, 25]","['A', 'B', 'C', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: If each member contributes at least 1 then total would be more than the number of contributors
Premise: Lucas is hosting a birthday party in which 20 people are expected to come. Lucas wants to buy at least 1 chocolate for each person.
Question: What could be the total number of chocolates Lucas can buy?
Options: [{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}]
Result:
[{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}]
Question:"
attribute_comparison,at_least,Bennett and his wife threw an anniversary party to their family and friends. A total of 35 people were invited to their party. Bennett wanted to buy atleast 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,What could be the total number of chocolates Bennett can buy?,"[{'A': 35}, {'B': 43}, {'C': 34}, {'D': 36}, {'E': 'None'}]","[35, 43, 36]","['A', 'B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: If each member contributes at least 1 then total would be more than the number of contributors
Premise: Bennett and his wife threw an anniversary party to their family and friends. A total of 35 people were invited to their party. Bennett wanted to buy atleast 1 chocolate for each person.
Question: What could be the total number of chocolates Bennett can buy?
Options: [{'A': 35}, {'B': 43}, {'C': 34}, {'D': 36}, {'E': 'None'}]
Result: Bennett's total number of chocolates would be:
Bennett's total number of chocolates would be:
Bennett's total number"
attribute_comparison,density,Density of a liquid is 16 units. It floats on another liquid.,A liquid with lesser density floats on another liquid,What could be the density of the other liquid?,"[{'A': 17}, {'B': 13}, {'C': 18}, {'D': 12}, {'E': 'None'}]","[17, 18]","['A', 'C']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: A liquid with lesser density floats on another liquid
Premise: Density of a liquid is 16 units. It floats on another liquid.
Question: What could be the density of the other liquid?
Options: [{'A': 17}, {'B': 13}, {'C': 18}, {'D': 12}, {'E': 'None'}]
Result:
The density of the other liquid is 16 units.
Question: What could be the density of the other liquid?
Options: [{'"
attribute_comparison,density,Mateo has two different liquids in a flask. One of them floats over the other liquid has density of 13 units,A liquid with lesser density floats on another liquid,What could be the density of the other liquid?,"[{'A': 15}, {'B': 17}, {'C': 13}, {'D': 9}]","[15, 17]","['A', 'B']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: A liquid with lesser density floats on another liquid
Premise: Mateo has two different liquids in a flask. One of them floats over the other liquid has density of 13 units
Question: What could be the density of the other liquid?
Options: [{'A': 15}, {'B': 17}, {'C': 13}, {'D': 9}]
Result:
The density of the other liquid is 13 units.
Question: What is the density of the other liquid?
Options: [{'A"
attribute_comparison,density,Miles has two different liquids in a flask.Density of one of them is 12 units on which another liquid floats,A liquid with lesser density floats on another liquid,What could be the density of the other liquid?,"[{'A': 15}, {'B': 13}, {'C': 16}, {'D': 9}, {'E': 'None'}]",[9],['D'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: A liquid with lesser density floats on another liquid
Premise: Miles has two different liquids in a flask.Density of one of them is 12 units on which another liquid floats
Question: What could be the density of the other liquid?
Options: [{'A': 15}, {'B': 13}, {'C': 16}, {'D': 9}, {'E': 'None'}]
Result:
[{'A': 15}, {'B': 13}, {'C': 16}, {'D': 9}, {'E':"
attribute_comparison,density,Ryan has two different liquids in a flask.Density of one of them is 17 units on which another liquid floats,A liquid with lesser density floats on another liquid,What could be the density of the other liquid?,"[{'A': 16}, {'B': 18}, {'C': 15}, {'D': 17}]","[16, 15]","['A', 'C']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: A liquid with lesser density floats on another liquid
Premise: Ryan has two different liquids in a flask.Density of one of them is 17 units on which another liquid floats
Question: What could be the density of the other liquid?
Options: [{'A': 16}, {'B': 18}, {'C': 15}, {'D': 17}]
Result:
Ryan has two different liquids in a flask.Density of one of them is 17 units on which another liquid floats
Question: What could be"
attribute_comparison,direct_comparison,Radius of planet A is smaller than that of planet B. 23 units is the radius of planet B,Smaller planet has a smaller radius in comparison to a larger planet,What could be the radius of planet A?,"[{'A': 19}, {'B': 20}, {'C': 27}, {'D': 22}]","[19, 20, 22]","['A', 'B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Smaller planet has a smaller radius in comparison to a larger planet
Premise: Radius of planet A is smaller than that of planet B. 23 units is the radius of planet B
Question: What could be the radius of planet A?
Options: [{'A': 19}, {'B': 20}, {'C': 27}, {'D': 22}]
Result:
[{'A': 19}, {'B': 20}, {'C': 27}, {'D': 22}]
Question:"
attribute_comparison,direct_comparison,Radius of planet A is smaller than that of planet B. 48 units is the radius of planet B,Smaller planet has a smaller radius in comparison to a larger planet,What could be the radius of planet A?,"[{'A': 46}, {'B': 48}, {'C': 44}, {'D': 47}, {'E': 'None'}]","[46, 44, 47]","['A', 'C', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Smaller planet has a smaller radius in comparison to a larger planet
Premise: Radius of planet A is smaller than that of planet B. 48 units is the radius of planet B
Question: What could be the radius of planet A?
Options: [{'A': 46}, {'B': 48}, {'C': 44}, {'D': 47}, {'E': 'None'}]
Result:
The radius of planet A is smaller than that of planet B. 48 units is the radius of planet B.
Question: What could be the"
attribute_comparison,direct_comparison,There is a bigger library nearby. The library can accommodate 60 books.,Bigger library can accomodate more books,What could be the capacity of the bigger library?,"[{'A': 62}, {'B': 54}, {'C': 50}, {'D': 64}]","[62, 64]","['A', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Bigger library can accomodate more books
Premise: There is a bigger library nearby. The library can accommodate 60 books.
Question: What could be the capacity of the bigger library?
Options: [{'A': 62}, {'B': 54}, {'C': 50}, {'D': 64}]
Result:
Bigger library can accomodate more books
Bigger library can accomodate more books Bigger library can accomodate"
attribute_comparison,direct_comparison,A library can accommodate 40 books. There is a bigger library nearby.,Bigger library can accomodate more books,What could be the capacity of the bigger library?,"[{'A': 35}, {'B': 46}, {'C': 36}, {'D': 41}, {'E': 'None'}]","[46, 41]","['B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Bigger library can accomodate more books
Premise: A library can accommodate 40 books. There is a bigger library nearby.
Question: What could be the capacity of the bigger library?
Options: [{'A': 35}, {'B': 46}, {'C': 36}, {'D': 41}, {'E': 'None'}]
Result:
Bigger library can accomodate more books
Bigger library can accomodate more books Bigger library can accomodate"
attribute_comparison,direct_comparison,"David went to a shop to buy a ring for his wife. He had low budget, so instead of a ring whose cost was 41 thousand dollars he bought a ring which was cheaper than the other ring.",Cheaper thing costs less money,What could be the cost of the ring that David bought?,"[{'A': 47}, {'B': 40}, {'C': 43}, {'D': 42}]",[40],['B'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Cheaper thing costs less money
Premise: David went to a shop to buy a ring for his wife. He had low budget, so instead of a ring whose cost was 41 thousand dollars he bought a ring which was cheaper than the other ring.
Question: What could be the cost of the ring that David bought?
Options: [{'A': 47}, {'B': 40}, {'C': 43}, {'D': 42}]
Result:
The cost of the ring is $1.00.
Question: What is the cost of the ring that David bought?
Options: ["
attribute_comparison,direct_comparison,Robert wants to buy a ring for this wife. The cost of one ring is 39 thousand dollars but he bought the other ring as it was cheaper.,Cheaper thing costs less money,What could be the cost of the ring that Robert bought?,"[{'A': 33}, {'B': 47}, {'C': 44}, {'D': 38}]","[33, 38]","['A', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Cheaper thing costs less money
Premise: Robert wants to buy a ring for this wife. The cost of one ring is 39 thousand dollars but he bought the other ring as it was cheaper.
Question: What could be the cost of the ring that Robert bought?
Options: [{'A': 33}, {'B': 47}, {'C': 44}, {'D': 38}]
Result:
[{'A': 33}, {'B': 47}, {'C': 44}, {'D': 38}]
Question:"
attribute_comparison,direct_comparison,"Julian went to a shop to buy a ring for his wife. He had very high budget, so instead of a ring whose cost was 43 thousand dollars he bought a ring which was expensive than the other ring.",Expensive thing costs more money,What could be the cost of the ring that Julian bought?,"[{'A': 41}, {'B': 48}, {'C': 36}, {'D': 45}]","[48, 45]","['B', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Expensive thing costs more money
Premise: Julian went to a shop to buy a ring for his wife. He had very high budget, so instead of a ring whose cost was 43 thousand dollars he bought a ring which was expensive than the other ring.
Question: What could be the cost of the ring that Julian bought?
Options: [{'A': 41}, {'B': 48}, {'C': 36}, {'D': 45}]
Result: Julian bought the ring for his wife.
Question: What could be the cost of the ring that Julian bought?
Options: [{'A"
attribute_comparison,direct_comparison,"Logan went to a shop to buy a ring for his wife. He had very high budget, so instead of a ring whose cost was 31 thousand dollars he bought a ring which was expensive than the other ring.",Expensive thing costs more money,What could be the cost of the ring that Logan bought?,"[{'A': 35}, {'B': 28}, {'C': 37}, {'D': 33}, {'E': 'None'}]","[35, 37, 33]","['A', 'C', 'D']","Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Expensive thing costs more money
Premise: Logan went to a shop to buy a ring for his wife. He had very high budget, so instead of a ring whose cost was 31 thousand dollars he bought a ring which was expensive than the other ring.
Question: What could be the cost of the ring that Logan bought?
Options: [{'A': 35}, {'B': 28}, {'C': 37}, {'D': 33}, {'E': 'None'}]
Result: Logan bought the ring for his wife.
Question: What could be the cost of the ring that Logan bought?
Options: [{'A"
attribute_comparison,direct_comparison,Leon took 55 minutes to finish the homework. His friend Jamie is weak in studies. Jamie took longer to finish the homework.,Larger duration means more time,How many minutes could Jamie have taken?,"[{'A': 62}, {'B': 50}, {'C': 52}, {'D': 49}]",[62],['A'],"Choose the correct option(s) based on Knowledge (if given) and Premise:
Knowledge: Larger duration means more time
Premise: Leon took 55 minutes to finish the homework. His friend Jamie is weak in studies. Jamie took longer to finish the homework.
Question: How many minutes could Jamie have taken?
Options: [{'A': 62}, {'B': 50}, {'C': 52}, {'D': 49}]
Result: Jamie took 5 minutes to finish the homework.
Question: How many minutes could Jamie have taken?
Options: [{'A': 62},"
