index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
1622,implicit_numerical_knowledge,triple,"Since Lucas was not happy with 8 chocolates, his sister bought more than triple of these chocolates.",triple means three times,"{'question_text': ""How many chocolates Lucas's sister could have bought?"", 'options': [{'A': 22}, {'B': 24}, {'C': 23}, {'D': 25}, {'E': 'None'}], 'value_answer': [25], 'option_answer': ['D'], 'other': {'given_value': 24, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many chocolates Lucas's sister could have bought?,"[{'A': 22}, {'B': 24}, {'C': 23}, {'D': 25}, {'E': 'None'}]",[25],['D'],Saurabh,"B, D"
346,attribute_comparison,water_and_volume,Barrett's has two cylindrical shaped bottles. A bottle with higher volume holds 32 units of water.,Larger volume holds lager amount of water.,"{'question_text': 'What could be the amount of water in other bottle ?', 'options': [{'A': 28}, {'B': 27}, {'C': 34}, {'D': 36}, {'E': 'None'}], 'value_answer': [28, 27], 'option_answer': ['A', 'B'], 'other': {'given_value': 32, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the amount of water in other bottle ?,"[{'A': 28}, {'B': 27}, {'C': 34}, {'D': 36}, {'E': 'None'}]","[28, 27]","['A', 'B']",Saurabh,"A

A"
1240,non_numerical,wild_animals,Judah was watching the geographic channel. The narrator was speaking about an animal that lives in the wild and hunts animals for it food.,"A wild animal finds its own food, shelter, water and all its other needs in a specific natural habitat.","{'question_text': 'What could be the animal that was shown in the channel that Judah was watching?', 'options': [{'A': 'lion'}, {'B': 'leopard'}, {'C': 'cow'}, {'D': 'penguin'}], 'value_answer': ['lion', 'leopard'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the animal that was shown in the channel that Judah was watching?,"[{'A': 'lion'}, {'B': 'leopard'}, {'C': 'cow'}, {'D': 'penguin'}]","['lion', 'leopard']","['A', 'B']",Kevin,"A, B"
900,change_with_action,buying,Robert went to a shop to buy a book and gave 56 dollars to him. The shopkeeper returned some money to Robert.,If the shopkeeper returns some money then the bill would be less than the amount of money you gave to the shopkeeper,"{'question_text': 'What could be the cost of the book?', 'options': [{'A': 55}, {'B': 71}, {'C': 47}, {'D': 52}, {'E': 'None'}], 'value_answer': [55, 47, 52], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 56, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the cost of the book?,"[{'A': 55}, {'B': 71}, {'C': 47}, {'D': 52}, {'E': 'None'}]","[55, 47, 52]","['A', 'C', 'D']",Neeraj,"The cost of the book could be 55, 71, 47, or 52 dollars."
744,attribute_comparison,airthmetic_mean_and_geometric_mean,The geometric mean of a series is 40.,Arithmetic mean is greater than or equal to Geometric mean.,"{'question_text': 'What could be the arithmetic mean of the series?', 'options': [{'A': 48}, {'B': 30}, {'C': 47}, {'D': 33}, {'E': 'None'}], 'value_answer': [48, 47], 'option_answer': ['A', 'C'], 'other': {'given_value': 40, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the arithmetic mean of the series?,"[{'A': 48}, {'B': 30}, {'C': 47}, {'D': 33}, {'E': 'None'}]","[48, 47]","['A', 'C']",Sivapriya,B
795,attribute_comparison,monotonous_increase,Isaac noted the heights of all the students in the class and made them stand according to their height. The height of the student standing at first place is 109 cm.,A function is called a monotonous increase function if it is strictly increasing.,"{'question_text': 'What could be the height of the student standing in the last position?', 'options': [{'A': 113}, {'B': 105}, {'C': 106}, {'D': 112}], 'value_answer': [113, 112], 'option_answer': ['A', 'D'], 'other': {'given_value': 109, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the height of the student standing in the last position?,"[{'A': 113}, {'B': 105}, {'C': 106}, {'D': 112}]","[113, 112]","['A', 'D']",Sivapriya,['B': 105]
1397,non_numerical,fertilizer,"Luke added an item to his flower plants, since they were not blooming.",Soil becomes fertile with manure and fertilizer.,"{'question_text': 'What could be added by him?', 'options': [{'A': 'manure'}, {'B': 'gasoline'}, {'C': 'plastic'}, {'D': 'fertilizer'}], 'value_answer': ['manure', 'fertilizer'], 'option_answer': ['A', 'D'], 'other': {}}",What could be added by him?,"[{'A': 'manure'}, {'B': 'gasoline'}, {'C': 'plastic'}, {'D': 'fertilizer'}]","['manure', 'fertilizer']","['A', 'D']",Saurabh,D
381,attribute_comparison,electricity_bill_power,Jaxon is managing the bill payment for an apartment building. He paid the electricity bill for two months May and June. In month May the apartment had lower power usage amounting the electricity bill to 24 dollars.,Electricity bill amount is directly proportional to power usage.,"{'question_text': 'What could be the electricity bill amount Jaxon could have paid for month June?', 'options': [{'A': 26}, {'B': 31}, {'C': 33}, {'D': 18}, {'E': 'None'}], 'value_answer': [26, 31, 33], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 24, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the electricity bill amount Jaxon could have paid for month June?,"[{'A': 26}, {'B': 31}, {'C': 33}, {'D': 18}, {'E': 'None'}]","[26, 31, 33]","['A', 'B', 'C']",Saurabh,"B, C"
1491,non_numerical,microwave_and_heat,Barrett need to heat his food in microwave oven before eating. Barrett planned to buy some containers so that he could use to heat.,Materials like metals which reflect microwaves should never be used in a microwave cooking whereas the glass containers can be used.,"{'question_text': 'What could be the containers made of?', 'options': [{'A': 'paper cups'}, {'B': 'glass container'}, {'C': 'steel cup'}, {'D': 'foil'}], 'value_answer': ['paper cups', 'glass container'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the containers made of?,"[{'A': 'paper cups'}, {'B': 'glass container'}, {'C': 'steel cup'}, {'D': 'foil'}]","['paper cups', 'glass container']","['A', 'B']",Sivapriya,"A, D

The containers could be made of paper or foil."
889,change_with_action,boys_and_girls,There are 19 boys in a class and a few girls.,Total number of students is sum of number of boys and girls,"{'question_text': 'How many total students can be there in this class?', 'options': [{'A': 11}, {'B': 19}, {'C': 9}, {'D': 13}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 19, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many total students can be there in this class?,"[{'A': 11}, {'B': 19}, {'C': 9}, {'D': 13}, {'E': 'None'}]",['None'],['E'],Neeraj,B and D
278,attribute_comparison,cup_and_water,Antonio wants to transfer 147 ml of juice from a bottle to a cup.,The volume of liquid a cup can hold can not be more than its capacity.,"{'question_text': 'What could be the volume of the cup to be used by Antonio?', 'options': [{'A': 130}, {'B': 135}, {'C': 125}, {'D': 160}, {'E': 'None'}], 'value_answer': [160], 'option_answer': ['D'], 'other': {'given_value': 147, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the volume of the cup to be used by Antonio?,"[{'A': 130}, {'B': 135}, {'C': 125}, {'D': 160}, {'E': 'None'}]",[160],['D'],Kevin,"A, B, C, D"
453,attribute_comparison,thickness_and_weight,Matthew is preparing for his exam for courses Chemistry and Arts. He decided to study in library instead of home. While preparing the bag he noticed that Arts book with thickness 15 units is heavier.,Weight of book is directly proportional to the the thickness of the book,"{'question_text': 'What could be the thickness of Chemistry book ?', 'options': [{'A': 17}, {'B': 18}, {'C': 19}, {'D': 12}, {'E': 'None'}], 'value_answer': [12], 'option_answer': ['D'], 'other': {'given_value': 15, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the thickness of Chemistry book ?,"[{'A': 17}, {'B': 18}, {'C': 19}, {'D': 12}, {'E': 'None'}]",[12],['D'],Saurabh,None of the given options
76,attribute_comparison,elephant_size,2 humans can be fitted in a room up to the full capacity of the room.,Elephant is huge in comparison to size of a human,"{'question_text': 'How many elephants can fit in that room?', 'options': [{'A': 20}, {'B': 10}, {'C': 0}, {'D': 5}], 'value_answer': [0], 'option_answer': ['C'], 'other': {'given_value': 2, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many elephants can fit in that room?,"[{'A': 20}, {'B': 10}, {'C': 0}, {'D': 5}]",[0],['C'],Neeraj,C
484,attribute_comparison,flow_rate_and_volume,Eric is filling his two water tank. Each tank is being filled by two identical pipes. The water tank that is filled less is being filled by a pipe with flow rate of 45 units.,Volume filled is directly proportional to flow rate,"{'question_text': 'What could be the flow rate of other pipe ?', 'options': [{'A': 43}, {'B': 47}, {'C': 46}, {'D': 42}, {'E': 'None'}], 'value_answer': [47, 46], 'option_answer': ['B', 'C'], 'other': {'given_value': 45, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the flow rate of other pipe ?,"[{'A': 43}, {'B': 47}, {'C': 46}, {'D': 42}, {'E': 'None'}]","[47, 46]","['B', 'C']",Saurabh,"B, C"
1124,implicit_numerical_knowledge,man_hours,"As part of his job, Jose works for 22 days every month.",An employee works for 8 hours per day.,"{'question_text': 'What could have been the number of hours that Jose works in a month?', 'options': [{'A': 178}, {'B': 179}, {'C': 171}, {'D': 173}], 'value_answer': [178, 179], 'option_answer': ['A', 'B'], 'other': {'given_value': 176, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the number of hours that Jose works in a month?,"[{'A': 178}, {'B': 179}, {'C': 171}, {'D': 173}]","[178, 179]","['A', 'B']",Kevin,"A, B, C, D"
236,attribute_comparison,speed_and_time,"Cole's friend started from Cole's home and reached the destination an hour late. However, Cole who started at the same time and was travelling at the rate of 91 mph reached the destination in 2 hours.",Faster body takes lesser time to travel.,"{'question_text': ""What could have been the speed at which Cole's friend was travelling?"", 'options': [{'A': 94}, {'B': 93}, {'C': 88}, {'D': 95}, {'E': 'None'}], 'value_answer': [88], 'option_answer': ['C'], 'other': {'given_value': 91, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could have been the speed at which Cole's friend was travelling?,"[{'A': 94}, {'B': 93}, {'C': 88}, {'D': 95}, {'E': 'None'}]",[88],['C'],Kevin,"B, C, D"
